position_matrix_verb,length_matrix_verb_to_CC,length_CC_onset,length_CC_remainder,subject_form_CC_subject1v3,frequency_matrix_verb,matrix_subject1v2,frequency_CC_subject_head,uid_igauche2_2,uid_var,that_omission,uid_biggestStep,matrix_subject1v3,subject_form_CC_subject1v4,matrix_subject1v4,subject_form_CC_subject1v2,uid_jaeger,uid_iphrase,word_form_similarity,uid_idoc,genre,uid_amp,uid_avgStep
3,-6,3,0,0,-7.328473829941984,0,-7.762109815016845,0.0921091958880424,-0.1424530857054176,0,-0.0447858572006225,0,1,1,0,2.19883358814192,0.1036683729746947,0,0.0296829250010698,1,7.43865966796875e-05,-0.0005470825465841
12,-3,0,0,0,-6.199464064089503,0,-9.708019964072157,-0.1868685930967331,2.5240736995922504,0,0.0,0,1,1,0,1.5146925448447344,-0.1126730295985211,0,0.0391698312315195,0,0.0039999485015869,0.0007995926319652
19,-8,0,0,0,-9.302554855963994,0,-10.911992768398093,0.1620879396796226,-0.3001105561144239,0,0.0,0,1,1,0,3.044522437723423,0.1538723561219916,0,0.1104482468518465,0,0.0,0.0006767591431496
2,-1,2,0,0,-6.199464064089503,0,-9.931163515386368,0.0012642052024602,0.9193552815958164,1,0.0159953534603118,0,1,1,0,1.5146925448447344,-0.0065993969085218,0,0.0012642052024602,0,-0.0001025795936584,0.0043826786739587
25,1,0,0,0,-6.199464064089503,0,-10.911992768398093,0.0455877110362052,0.0673491835665593,1,0.0065407156944274,0,1,1,0,1.5146925448447344,-0.0474411309378988,0,0.0071626398411542,0,0.0,0.0008133863368812
2,-1,5,0,0,-6.199464064089503,0,-8.226415423147943,0.021061111241579,0.0839908642329962,1,-0.0069068372249603,0,1,1,0,1.5146925448447344,0.2081438947136381,0,0.2155163399875164,0,0.0008697509765625,0.0010772369449817
2,-3,5,0,0,-9.445655699604668,0,-6.481175969554781,0.0906441491097211,0.4408593983566309,0,-0.0377283990383148,0,1,1,0,2.243744592971112,0.0828131800717009,0,-0.0094481892582923,1,-0.001187264919281,0.0015245341818387
7,-5,0,0,0,-9.708019964072157,0,-9.708019964072157,-0.0055031739175319,0.0911627021189325,0,0.0,0,1,1,0,3.2851984677992734,-0.012672521700486,0,-0.0055031739175319,1,0.0,0.0006971813786281
13,-6,0,0,0,-8.544869154266477,0,-6.236053511521796,0.0149470418691635,-0.3283865716086556,0,0.0,0,1,1,0,1.455287232606842,-0.0135421216370545,0,-0.0149470418691635,1,0.0043047070503234,0.0002636184455246
22,-9,0,0,0,-9.177391713009987,0,-10.911992768398093,-0.0189372897148132,0.2881704913873726,0,0.0,0,1,1,0,2.512305623976115,-0.0183992045539945,0,-0.0247947126626968,0,0.0,9.769048392399211e-05
12,-5,0,0,0,-6.1641662820084795,0,-11.317457876506259,0.0516919121146202,0.7367849311503818,0,0.0,0,1,1,0,2.7692938263429285,0.0543738632241175,0,0.0516919121146202,1,0.0,-0.0008357903880982
19,-3,2,0,0,-6.542544915931073,0,-9.445655699604668,-0.0115708746016025,-1.9019641803185507,0,0.0429110154509544,0,1,1,0,2.767293034665071,-0.0102606134799619,0,-0.0115708746016025,1,-0.0071341600269079,0.0001806984315552
9,-1,1,0,1,-6.1641662820084795,0,-6.20246256708576,-0.0639661476016044,0.6809063167931733,1,0.0,0,0,1,0,2.7692938263429285,-0.0824452603026192,0,-0.0639661476016044,1,0.0,-0.0006249119838078
11,-4,0,0,0,-7.385632243781933,0,-10.911992768398093,-0.0947712510824203,0.255678884196314,0,-0.0133853480219841,0,1,1,0,4.952299717083292,-0.090381232336358,0,-0.0947712510824203,1,0.0001288652420043,2.6092480913411653e-05
6,-11,0,0,0,-6.654018782394191,0,-10.624310695946313,-0.0282632112503051,-10.598752055270054,0,0.0976342186331749,0,1,1,0,2.1210179685255763,0.0071807527388243,0,-0.0282632112503051,0,-0.0021337792277336,2.036759769728064e-05
9,-4,0,0,0,-8.181963660577109,0,-7.556257760812696,-0.0471550412476062,-0.07760212111857,0,0.0280733108520507,0,1,1,0,2.07159836421881,-0.0465673873827145,0,-0.0471550412476062,1,-0.0006652642041444,0.0001945617554063
5,-1,0,0,0,-7.4673102747962,0,-7.425637578395632,-0.0219223797321319,1.6749868390258469,1,-0.2206781804561615,0,1,1,0,2.5218501649796847,0.0291363418429762,0,0.0219223797321319,1,-0.0030422210693359,-0.0034482360650331
2,-1,0,0,0,-7.4673102747962,0,-12.010605057066204,-0.0553758963942527,7.210074912737692,1,-0.1337442547082901,0,1,1,0,2.5218501649796847,-0.0178172982608278,0,-0.0553758963942527,0,-0.1606664061546325,0.0014588906296661
30,-4,0,0,0,-6.654018782394191,0,-5.862136761148557,-0.0049431025981903,0.402820160274441,0,0.0,0,1,1,0,2.1210179685255763,0.0052220280090021,0,-0.0049431025981903,1,0.0,0.0001413448768503
5,-1,2,0,0,-6.199464064089503,0,-8.514097495599724,0.1185854263603687,-0.0451193521637716,1,0.0,0,1,1,0,1.5146925448447344,0.1146722786069389,0,0.1185854263603687,1,0.0189749374985694,0.0004100414384312
16,-3,1,0,0,-8.181963660577109,0,-8.427086118610093,-0.1467606946825981,0.3109749819926826,0,0.0,0,1,1,0,2.07159836421881,0.1170408584020968,0,0.1467606946825981,1,0.0,0.0002100418144156
8,-14,0,0,0,-8.514097495599724,0,-12.010605057066204,-0.0085815414786338,-1.572245587583584,0,0.0,0,1,1,0,3.828641396489095,0.0127610358620892,0,-0.0085815414786338,1,0.0566356778144836,0.0006544292105922
8,-6,0,0,0,-9.177391713009987,0,-6.086349259651672,-0.1494379490613937,-0.7541715289483761,0,-0.030704990029335,0,1,1,0,2.2246235515243336,-0.1360947784535139,0,-0.1494379490613937,0,-0.0306581258773803,-3.981892924524288e-05
14,-3,8,0,0,-7.4673102747962,0,-10.401167144632103,-0.0240719504654407,0.6539419248648546,0,0.0,1,1,0,0,2.5218501649796847,0.028740755346668,0,0.0240719504654407,0,-0.0039196833968162,0.0006771530069056
1,-4,0,0,0,-6.654018782394191,0,-6.086349259651672,0.0028468444943428,-0.1877823192408136,0,0.0034108310937881,0,1,0,0,2.1210179685255763,-0.0051948213710998,0,-0.0028468444943428,1,0.0192320495843887,-6.11560904072491e-05
13,-5,0,0,0,-6.199464064089503,0,-9.612709784267834,0.0151374414563179,7.668377709836541,0,-0.0520962923765182,0,1,1,0,1.5146925448447344,0.0280707836261994,0,-0.0151374414563179,1,-0.0724382400512695,-2.6266943467290887e-05
40,2,0,0,0,-8.203942567295885,0,-7.405434871078112,-0.1175977438688278,1.015998463762692,1,0.0,0,1,0,0,3.0265039322207445,0.0086989227963649,0,0.1175977438688278,1,0.0,0.0003077784049495
3,2,0,0,0,-6.1641662820084795,0,-7.405434871078112,-0.1022621318697929,3.8618609341311583,1,-0.001597985625267,0,1,1,0,2.7692938263429285,-0.0912670247630663,0,0.0470936950597017,0,-0.0153329689055681,0.0001231446304327
2,-3,6,0,0,-6.199464064089503,0,-12.010605057066204,0.0579755334183573,-9.369936071407489,0,-0.014960503205657,0,1,1,0,1.5146925448447344,0.0741594264712735,0,0.0579755334183573,0,-0.0137552618980407,0.000259372148239
18,-1,1,0,0,-7.4673102747962,0,-5.497374946153897,-0.359136164188385,0.6192841601593635,1,-0.0469507873058319,1,0,0,1,2.5218501649796847,-0.2856910993596391,0,-0.3206802028861791,0,-0.0074972510337829,5.942867522226031e-06
26,-3,5,0,0,-8.966082619342782,0,-8.966082619342782,0.3053162600845098,-1.1439054206271615,0,0.0998580679297447,0,1,1,0,3.4760986898352733,0.1127400918910069,0,0.1426567137542217,1,-0.0001109838485717,6.83368537940231e-05
24,-1,4,0,0,-7.068962634456899,0,-6.419618076555347,-0.1114457380026578,0.7973127342867716,1,0.0,0,1,1,0,5.221436322212079,-0.110216559955264,0,-0.1114457380026578,1,0.0072525739669799,0.0005708821816369
4,-1,1,0,0,-8.139404046158313,0,-6.08101591367631,0.0309214107692241,-1.1936650485593605,1,0.0156010091304779,0,0,0,0,2.1578106087953426,-0.0813077872868998,0,-0.080977912992239,0,0.0361569374799728,-0.0003753116443043
2,-1,1,0,1,-6.654018782394191,0,-7.328473829941984,0.0586375817656517,0.764565085431725,1,0.0141455829143524,0,0,0,0,2.1210179685255763,-0.0475243751757911,0,-0.0586375817656517,1,0.0150272250175476,0.0179790018924645
3,-1,1,0,0,-6.654018782394191,0,-7.033871314645629,-0.1309939492493868,4.027657894733643,1,-0.0776514858007431,0,0,1,1,2.1210179685255763,0.057007178097789,0,0.2047174573245495,0,-0.0341889262199401,0.0017325317645384
3,-1,0,0,0,-6.654018782394191,0,-8.752508519044722,0.0329406186938285,-314.27570059605404,1,0.0113985240459442,0,1,0,0,2.1210179685255763,0.0730184094891661,1,-0.102511741220951,0,0.0734254419803619,-0.0063992907603581
9,-3,1,0,1,-9.612709784267834,0,-8.272935438782836,-0.026803120970726,0.8431955728963061,0,0.0,0,0,1,0,1.5260563034950494,-0.0329308067693522,0,0.0414111465215683,0,0.0,-0.0002813206342925
1,-1,1,0,0,-6.199464064089503,0,-8.791729232198003,-0.1673159301280975,3.469566487985894,1,0.033998504281044,1,0,0,0,1.5146925448447344,0.0154684291778023,0,0.2155562750995159,0,-0.0014160871505737,-0.0002070219120663
2,-1,0,0,0,-6.199464064089503,0,-10.911992768398093,0.0883311629295349,0.6849476008786155,1,0.0365799069404602,0,1,0,0,1.5146925448447344,0.0378152381983541,0,0.0883311629295349,0,0.0462808273732662,-0.0002319524167003
2,-1,1,0,0,-6.199464064089503,0,-6.236053511521796,0.0251365341246128,0.52372582369415,1,-0.0547016058117151,1,0,0,0,1.5146925448447344,0.0318048706632994,0,0.0585604049265384,1,0.014155339449644,0.0041411530103657
33,-1,2,0,0,-6.199464064089503,0,-5.862136761148557,-0.0487697273492813,-0.2083351725657642,1,0.0205330848693847,0,1,0,0,1.5146925448447344,0.0486895382446141,0,0.0487697273492813,1,0.0002699494361877,0.0002548295896037
2,-1,0,0,0,-6.199464064089503,0,-11.317457876506259,0.0624474808573722,12.423808909816046,1,0.040208488702774,0,1,0,0,1.5146925448447344,-0.0091945705088702,0,0.1206030175089836,1,0.0,0.0006168825758828
1,-1,1,0,0,-8.203942567295885,0,-6.08101591367631,0.0699434392154216,7.958885161770141,1,0.0330752357840538,0,0,0,1,3.0265039322207445,-0.0505399796446519,0,-0.0699434392154216,0,-0.0503225326538085,0.0239203626378661
1,-1,0,0,0,-6.654018782394191,0,-9.931163515386368,0.0003797300159931,3.773122339243546,1,-0.1356348842382431,0,1,0,0,2.1210179685255763,-0.0237132789101451,0,-0.0003797300159931,1,0.0301542282104492,0.0014890023108039
5,-1,1,0,1,-6.654018782394191,0,-7.068962634456899,0.0803485289216041,1.5643698205617405,1,0.0166340172290802,0,0,0,0,2.1210179685255763,0.065332286665216,0,0.0803485289216041,1,0.0120880603790283,0.0026934134995653
4,-1,1,0,1,-9.177391713009987,0,-9.177391713009987,0.0109285153448581,4.827609133629629,1,0.1408623531460762,0,0,1,0,2.2246235515243336,0.0721786298789083,0,-0.1217275597155094,0,-0.0136112812906503,0.0005036440966596
6,-1,1,0,1,-8.347043410936557,0,-10.911992768398093,0.0286810733377933,3.4953622512622218,1,0.0,0,0,1,0,2.176433807667145,-0.0319766347320416,0,-0.0286810733377933,1,0.0,0.0046476132490418
15,-5,0,0,0,-6.542544915931073,0,-12.010605057066204,-0.1300839819014072,1.305502325570021,0,0.0,1,1,0,0,2.767293034665071,-0.1014934160841116,0,-0.1435480751097202,0,0.0,8.179226765048361e-05
1,-12,0,0,0,-8.714768191061875,0,-12.010605057066204,0.0268295370042324,-27.73540091906697,0,0.2321336269378662,0,1,0,0,2.6888188391743224,0.0119845330892574,0,-0.0268295370042324,1,0.1806096583604812,0.0012146702220479
7,-1,1,0,0,-6.1641662820084795,0,-6.742746898002876,-0.3238420411944389,1.5734049110862642,1,-0.0039902776479721,0,0,0,0,2.7692938263429285,-0.1120561962632032,0,-0.0703144464340955,1,-0.0120856743305921,-7.342727854847946e-05
4,-1,5,0,0,-8.181963660577109,0,-5.862136761148557,-0.0726850517094135,-1.11827796067967,1,0.0532348155975341,0,1,0,0,2.07159836421881,-0.0479371609923603,0,-0.0726850517094135,1,0.0309592112898826,0.002247773301907
1,-1,3,0,0,-7.9852533663310545,0,-5.497374946153897,-0.0043893326073884,7.176118317285145,1,-0.1079640202224254,0,1,0,0,2.619825967687371,0.0014875258008638,0,0.0043893326073884,0,-0.0268397107720375,0.0089801896053055
11,-1,0,0,0,-7.967553789231654,0,-8.078779424341878,-0.2112709879875183,4.817450008768265,1,0.0,0,1,1,0,4.23410650459726,-0.1780006861020076,0,-0.2112709879875183,0,0.0,0.0013922518282605
6,-1,1,0,1,-8.966082619342782,0,-10.624310695946313,-0.0313398316502571,-0.086422737741282,1,0.0030497144907712,0,0,1,0,2.4203681286504293,-0.02688483924738,0,-0.0313398316502571,0,0.0030497144907712,0.0001941829140545
5,-1,1,0,0,-8.347043410936557,0,-8.249404941372642,-0.0167963244020938,0.0397247849641999,1,0.0007547289133071,0,0,1,0,2.176433807667145,-0.1587617057097422,0,-0.1568918339908123,1,0.0085596218705177,0.0001127756780847
8,-4,0,0,0,-6.1641662820084795,0,-12.010605057066204,0.1767558678984642,-0.3392549846283135,0,-0.0056124180555343,0,1,1,0,2.7692938263429285,-0.031859437860423,0,0.0671613756266386,1,0.0017774403095245,-0.000132630844057
14,-3,1,0,0,-6.1641662820084795,0,-7.9852533663310545,0.0205653756856918,-0.3060056644366611,0,-0.003702662885189,0,0,1,0,2.7692938263429285,0.1206829586226229,0,0.2222826648202688,1,-0.0071103163063526,-8.709964314430104e-05
27,-3,1,0,0,-6.1641662820084795,0,-8.249404941372642,-0.0869142115116119,0.2232730672933449,0,-0.0019804090261459,0,0,1,0,2.7692938263429285,-0.08475269367448,0,0.0249174404588491,1,0.0005443096160888,-6.439196040878593e-05
28,-5,0,0,0,-7.4673102747962,0,-9.066166077899764,0.1772035621106624,-0.933164569637828,0,0.0,0,1,1,0,2.5218501649796847,0.1019362580623816,0,-0.0738590453120916,0,0.0,-0.0003063396627504
5,-1,1,0,1,-6.199464064089503,0,-8.45525699557679,0.0531650260090827,0.5584039105419656,1,-0.0170432329177856,0,0,1,0,1.5146925448447344,0.0533477203818956,0,0.0531650260090827,0,0.0003140568733215,0.0004445519541621
9,-1,4,0,0,-6.199464064089503,0,-9.066166077899764,-0.0602554287761449,0.3069305843221137,1,0.0008032508194446,0,1,1,0,1.5146925448447344,-0.0659349664685226,0,-0.0602554287761449,1,-0.0019659474492073,0.0012026340797029
1,-8,0,0,0,-6.199464064089503,0,-10.911992768398093,-0.0893199294805526,-0.6725779153809057,0,-0.0074455440044403,0,1,1,0,1.5146925448447344,0.0935289162060049,0,0.0893199294805526,0,-0.0022580921649932,0.0003206958909603
2,-4,0,0,0,-8.966082619342782,0,-12.010605057066204,0.0516340732574462,2.3230040569983643,0,0.0,0,1,1,0,3.4760986898352733,-0.0571669243962356,0,-0.0516340732574462,0,0.0,0.0001178005960775
6,-3,1,0,0,-9.708019964072157,0,-5.862136761148557,-0.0497340746223926,-1.584446004797762,0,0.0,0,1,1,0,2.639057329615259,-0.0509471557212664,0,-0.0497340746223926,0,0.0893328189849853,0.002130048473676
9,-3,0,0,0,-8.514097495599724,0,-10.218845587838148,0.0762533247470855,-1.3491296267377386,0,0.0415278375148773,0,1,1,0,3.828641396489095,-0.0751370186836358,0,0.0244974326643198,1,0.0048002302646636,0.0001113235087292
1,-1,3,0,0,-6.1641662820084795,0,-7.510795386735939,0.0325772799551487,0.0532836987069096,1,-0.0098481997847557,1,1,0,0,2.7692938263429285,0.0402622253500989,0,0.0325772799551487,0,0.0431011319160461,-0.0003569511075814
4,-1,3,0,0,-8.181963660577109,0,-8.919562603707888,0.1092319190502166,0.6093644150908304,1,0.0216376241296529,0,1,1,0,2.07159836421881,0.0083824385267992,0,0.0319021325859277,1,-0.0115425530821084,-0.0001176570803515
2,-1,1,0,0,-6.1641662820084795,0,-5.497374946153897,-0.0699495822191238,-0.0975103783370237,1,-0.0008525252342224,0,0,1,0,2.7692938263429285,0.06460883016721,0,0.0699495822191238,1,-0.003028193488717,0.0002164460186447
17,-1,0,0,0,-6.199464064089503,0,-10.624310695946313,0.0945759788155555,0.3457357815748203,1,0.0,0,1,1,0,1.5146925448447344,0.0850737221361625,0,0.0945759788155555,1,0.0,0.0002269710953298
15,-1,0,0,0,-6.199464064089503,0,-10.624310695946313,0.0305492654442787,1.6430889716270176,1,0.0,0,1,1,0,1.5146925448447344,0.0080019847278005,0,0.1252624448689668,1,0.0003228746354579,5.906650483438391e-05
1,-1,1,0,1,-6.199464064089503,0,-8.203942567295885,-0.0526299960911273,16.520426565355876,1,-0.063327208161354,1,0,0,0,1.5146925448447344,0.0393992544575171,0,0.0526299960911273,1,-0.0475997626781463,0.0001269296225574
19,-1,0,0,0,-6.199464064089503,0,-10.624310695946313,-0.1133248209953308,3.205406388601421,1,0.0,0,1,1,0,1.5146925448447344,-0.1046517751303561,0,-0.0833317208734304,1,0.0,0.000714152514614
11,-1,7,0,0,-6.199464064089503,0,-5.862136761148557,-0.0398917347192764,2.1875726525284342,1,0.0,1,1,0,0,1.5146925448447344,-0.0332567868202099,0,0.0398917347192764,1,0.0004616919904947,-6.73553450799072e-06
13,-4,0,0,0,-6.199464064089503,0,-6.542544915931073,0.0190850496292114,0.1971252945006689,0,0.0273212641477584,0,1,1,0,1.5146925448447344,-0.0155490919849767,0,0.0190850496292114,0,0.0144485235214233,0.0006408008393415
4,5,0,0,0,-8.576617852581057,0,-9.612709784267834,0.0363355502486228,0.7164347762646965,1,-0.0059056133031845,0,1,1,0,2.327277705584417,0.0211981687818963,1,0.0363355502486228,0,-0.0173585265874862,0.0001366904437326
33,-3,1,0,1,-8.832551226718259,0,-5.497374946153897,0.0580690577626228,0.2761227206342802,0,-0.0046163946390151,0,0,1,0,2.2246235515243336,-0.0418867269289843,0,-0.0580690577626228,1,0.0,0.0001504895136672
1,-3,0,0,0,-8.544869154266477,0,-12.010605057066204,0.0400248374789953,4.9310095459580126,0,-0.0538457967340946,0,1,1,0,1.455287232606842,0.0413150974464687,0,0.0400248374789953,0,-0.0553230829536914,0.000982197581066
1,-3,5,0,0,-9.708019964072157,0,-6.419618076555347,0.0053572282195091,3.652624429048089,0,-0.158410582691431,0,1,1,0,2.639057329615259,-0.0749417477089798,0,0.1158537473529577,1,0.0131428837776184,0.0008637624526662
5,-10,0,0,0,-7.385632243781933,0,-8.297032990361895,0.1563111683353781,-0.007702793242311,0,-0.0009086728096008,0,1,1,0,4.952299717083292,0.1511996338639843,0,0.1563111683353781,1,-0.0109845791012048,0.0004009953213962
10,-4,0,0,0,-8.181963660577109,0,-6.419618076555347,0.0574075058102607,0.3902599982317802,0,0.0,0,1,1,0,2.07159836421881,0.0490069568542571,0,0.0574075058102607,1,8.033215999603271e-05,0.0008594779472045
10,-23,0,0,0,-8.966082619342782,0,-7.405434871078112,-0.0872063059359788,-1.7180257651940103,0,0.0,0,1,1,0,2.4203681286504293,-0.0804710580383316,0,-0.0872063059359788,0,0.001656973734498,9.24394405563975e-05
36,-4,0,0,0,-8.832551226718259,0,-6.419618076555347,-0.0106646418571472,0.1183049274457523,0,0.0,0,1,1,0,2.2246235515243336,0.0402498542504428,0,0.0479798465967178,1,0.0,0.000313434143399
30,-3,2,0,0,-6.654018782394191,0,-8.249404941372642,0.0351163297891616,1.1047934872821903,0,0.0,0,1,1,0,2.1210179685255763,0.0261041499855465,0,0.0351163297891616,1,0.0048701763153076,0.0008832235446205
17,-4,0,0,0,-8.966082619342782,0,-8.39968714442198,0.052874818444252,0.4686912056783718,0,0.0,0,1,1,0,2.4203681286504293,0.0463435580290254,0,0.052874818444252,0,-0.0134804844856262,-0.0001694679333658
15,-3,2,0,0,-8.576617852581057,0,-5.497374946153897,0.2462659627199173,-0.1230111473584436,0,0.0053434446454048,0,1,1,0,2.327277705584417,0.2196812093421826,0,0.1295052599462717,0,-4.845857620239258e-05,0.0001448578900451
14,-40,0,0,0,-8.576617852581057,0,-9.302554855963994,-0.0047600734978914,2.802178635928348,0,-0.0721667520701885,0,1,1,0,2.327277705584417,-0.0126769389300065,0,-0.0047600734978914,1,-0.1013470571488142,2.1256673893936084e-05
8,-21,0,0,0,-7.385632243781933,0,-9.014872783512212,0.1569081088528037,-1.2692310650693417,0,-0.1782489437609911,1,1,0,0,4.952299717083292,0.1364297207970267,0,0.1569081088528037,1,0.005700197070837,0.0006077810751001
8,-3,2,0,0,-7.385632243781933,0,-8.297032990361895,-0.0447382107377052,0.3488834728128402,0,-0.1406736262142658,1,1,0,0,4.952299717083292,-0.0373460173811481,0,-0.0447382107377052,0,0.0,0.0004497922491282
35,-5,0,0,0,-7.006658751120745,0,-12.010605057066204,-0.0096056200563907,0.1331064846978087,0,0.018073134124279,1,1,0,0,3.42799557481688,-0.0094385268673733,0,-0.0096056200563907,1,0.0411196947097778,0.0002165987718859
1,-6,0,0,0,-7.385632243781933,0,-12.010605057066204,0.0387324108742177,-2.18108715949106,0,0.0731320679187774,1,1,0,0,4.952299717083292,0.1477478768878033,0,0.1496195043437183,0,0.0962259238585829,0.0034250422484344
1,-3,2,0,0,-8.791729232198003,0,-11.317457876506259,-0.0383520796895027,0.4165146593105291,0,-0.0305128693580627,1,1,0,0,3.1060803307228566,-0.0296939161138571,0,-0.0383520796895027,1,0.0009132083505392,0.0001866144736354
2,-2,0,0,0,-7.385632243781933,0,-9.066166077899764,0.0731117315590381,-0.9672827096224365,0,0.0011340156197547,0,1,1,0,4.952299717083292,0.0690479971456274,0,0.047635024383381,1,0.0043311528861522,0.0018834461567594
7,-3,7,0,0,-7.006658751120745,0,-8.226415423147943,0.1237493753433227,-0.4550028115085105,0,-0.0872865878045558,1,1,0,0,3.42799557481688,0.1290314820195947,0,0.1237493753433227,0,0.0004106387495994,0.0009547935313537
11,-3,1,0,0,-7.006658751120745,0,-9.371547727450945,0.0108944624662399,0.2540311734999605,0,-0.0124433413147926,0,1,1,0,3.42799557481688,0.0058731490071055,0,0.0108944624662399,0,0.0012154579162597,0.0009157051016547
