matrix_subject1v4,length_CC_onset,position_matrix_verb,that_omission,uid_igauche2_2,frequency_CC_subject_head,subject_form_CC_subject1v4,uid_avgStep,frequency_matrix_verb,matrix_subject1v3,matrix_subject1v2,mverb,uid_amp,text,subject_form_CC_subject1v3,length_matrix_verb_to_CC,length_CC_remainder,subject_form_CC_subject1v2,genre,uid_var,uid_iphrase,uid_biggestStep,word_form_similarity,uid_idoc
0,1,1,1,0.0087208896875381,-9.014872783512212,0,0.0088475006054234,-6.654018782394191,0,0,thought,0.037144660949707," I thought I caught an odor off him, of fish, sea-sickness and sweat.
",0,-1,0,0,0,0.0011676292250818,-0.0102790563710425,0.0438397377729415,0,0.1007388234138488
0,1,1,0,-0.1391396224498748,-12.010605057066204,0,0.0311566598868618,-8.347043410936557,0,0,heard,0.018214713782072," I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.
",1,-3,0,0,1,0.0049878930602125,0.0904450275360004,-0.0014958456158638,0,0.0723901987075805
1,3,3,0,0.191046804189682,-7.762109815016845,1,-0.0169222252675479,-7.328473829941984,0,0,told,-7.43865966796875e-05," Mr. Tedeschi also told the court that, over the last five months of her life, ""Gloria's eczema played a devastating role in her overall health and it is asserted by the Crown that both her parents knew this and discussed it with each other.""
",0,-6,0,0,0,-0.000606177509293,0.0484956539133201,0.0447858572006225,0,-0.0155384778217438
1,0,12,0,0.2741426359862089,-9.708019964072157,1,0.0175991317865186,-6.199464064089503,0,0,said,-0.0039999485015869," Speaking in the parents' defense, Tom Molomby, SC, said that, as the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.
",0,-3,0,0,0,0.0036373887867659,0.1096872492494311,0.0,0,0.1071375887840986
1,0,19,0,0.0251638516783714,-10.911992768398093,1,-0.0083783718577075,-9.302554855963994,0,0,revealed,0.0," The results of the Australian National Iodine Nutrition Study published in the Medical Journal of Australia this week, revealed that children in mainland Australia are borderline iodine deficient.
",0,-8,0,0,1,-0.0013833564325469,0.0676408228586473,0.0,0,0.0908329933881759
1,2,2,1,-0.1154474299401044,-9.931163515386368,1,0.0045902111177222,-6.199464064089503,0,0,say,0.0001025795936584," The authors say the results confirm the existence of inadequate iodine intake in the Australian population.
",0,-1,0,0,0,0.0031041437260648,-0.0691308747289178,0.0129945091903209,0,-0.0769944768399
1,0,25,1,-0.0841116309165954,-10.911992768398093,1,-0.0038145507598409,-6.199464064089503,0,0,says,0.0," Professor Cres Eastman, Director of the National Iodine Nutrition study, and Chairman of the Australian Centre for Control of Iodine Deficiency Disorders, says it is crucial that children and pregnant women in particular have an adequate intake of iodine.
",0,1,0,0,1,0.0005352323566518,0.087896308364237,0.0,0,-0.0069833113984231
1,5,2,1,0.0577931702136993,-8.226415423147943,1,0.0092186846175552,-6.199464064089503,0,0,says,-0.0008697509765625," The report says the decline in iodine intake appears to be due to changes in the dairy industry, where chlorine-containing sanitisers have replaced iodine-containing sanitisers.
",0,-1,0,0,0,0.000461256038319,-0.0030304890458605,0.0037205815315246,0,0.0043419562280178
1,5,2,0,0.0753772277384996,-6.481175969554781,1,0.0338912473574868,-9.445655699604668,0,0,states,0.001187264919281," The report states that few if any food manufacturers use iodised salt in the preparation and manufacture of foods.
",0,-3,0,0,0,0.0047624608322908,0.0130168703584266,0.0262132324278354,0,0.0152895934879779
1,0,7,0,0.0976174287497997,-9.708019964072157,1,-0.0022666922339019,-9.708019964072157,0,0,recommends,0.0," The World Health Organisation (WHO) recommends that every country should iodise all edible salt.
",0,-5,0,0,0,0.0005587659484081,0.0657488522728527,0.0,0,0.0585795044898986
1,0,13,0,0.0874310210347175,-6.236053511521796,1,-0.0099164217937484,-8.544869154266477,0,0,sure,-0.0043047070503234," But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose,"" Ms Bauchtman said.
",0,-6,0,0,0,-0.0014860117960142,-0.0766621038316756,0.0,0,-0.1076044575138922
1,0,22,0,0.4960089474916458,-10.911992768398093,1,-0.0085531894822504,-9.177391713009987,0,0,assume,0.0," Senior researcher Mu Li, of the University of NSW's school of public health, said ""it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency.""
",0,-9,0,0,0,0.00161774888567,0.0368701911858732,0.0,0,-0.0992653607563142
1,0,12,0,-0.0497947856783866,-11.317457876506259,1,0.0162292602088521,-6.1641662820084795,0,0,knowing,0.0," I am often asked why the House passed Articles of Impeachment even knowing that the odds were slim that Senate Republicans would set aside partisanship and hear the case as impartial jurors.
",0,-5,0,0,1,0.002914091465692,0.0132359759172513,0.0,0,0.0159179270267486
1,2,19,0,0.266098078340292,-9.445655699604668,1,-0.0077178107131095,-6.542544915931073,0,0,see,0.0071341600269079," Essentially, what we said was there was probable cause that powers had been abused and certainly cause to see that the President refused to cooperate with the constitutional responsibilities of the House of Representatives.
",0,-3,0,0,0,-0.0044256454611955,-0.1691080171925326,-0.0429110154509544,0,-0.1931236120699878
1,1,9,1,-0.0098181515932083,-6.20246256708576,0,-0.0059804674504058,-6.1641662820084795,0,0,know,0.0," Mr. President, I want our fellow citizens to know how much you did to carry on this tradition.
",1,-1,0,0,1,0.0015202705030728,0.0147761070891182,0.0,0,-0.0037030056118965
1,0,11,0,0.0709076151251792,-10.911992768398093,1,-0.0075735340957711,-7.385632243781933,0,0,shown,-0.0001288652420043," By your gracious cooperation in the transition process, you have shown a watching world that we are a united people pledged to maintaining a political system which guarantees individual liberty to a greater degree than any other, and I thank you and your people for all your help in maintaining the continuity which is the bulwark of our Republic.
",0,-4,0,0,0,0.0007866029575013,0.0809959147723474,0.0201825350522995,0,0.0853859335184097
1,0,6,0,0.1405799314379692,-10.624310695946313,1,-0.0421411442264855,-6.654018782394191,0,0,think,0.0021337792277336," Why, then, should we think that collectively, as a nation, we're not bound by that same limitation?
",0,-11,0,0,1,-0.0061754151612481,0.0529294623588414,0.0,0,0.0883734263479709
1,0,9,0,0.1428815387189388,-7.556257760812696,1,-0.0080237589830147,-8.181963660577109,0,0,believe,0.0006652642041444," From time to time we've been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people.
",0,-4,0,0,0,-0.0003464159039234,0.0679234186813519,-0.0157352834939956,0,0.0685110725462436
1,0,5,1,0.1085091829299926,-7.425637578395632,1,0.0395738179676043,-7.4673102747962,0,0,means,0.0030422210693359," Putting America back to work means putting all Americans back to work.
",0,-1,0,0,1,0.00638505760165,-0.0107780298688909,0.2206781804561615,0,0.0653719692663316
1,0,2,1,0.1383676081895828,-12.010605057066204,1,0.0128514618036293,-7.4673102747962,0,0,means,0.1606664061546325," Ending inflation means freeing all Americans from the terror of runaway living costs.
",0,-1,0,0,0,0.0106154929285946,-0.0880047284687559,0.1337442547082901,0,-0.0504461303353309
1,0,30,0,0.0296831279993057,-5.862136761148557,1,0.0002503289645459,-6.654018782394191,0,0,think,0.0," However, in representative governments like the United States, minority rights are protected: people cannot be deprived of certain rights even if an overwhelming number of people think that they should be.
",0,-4,0,0,0,0.0015896851904235,0.0046218173253157,0.0,0,-0.0258408873514298
1,2,5,1,0.259760495275259,-8.514097495599724,1,0.0138457919306614,-6.199464064089503,0,0,say,-0.0189749374985694," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",0,-1,0,0,0,-0.0001924474016465,-0.04613860589526,0.010325014591217,0,0.0089237629608277
1,1,16,0,0.1509902030229568,-8.427086118610093,1,0.006721818477659,-8.181963660577109,0,0,believe,0.0," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",0,-3,0,0,0,0.0013498725736608,-0.0716627098463412,0.0,0,-0.1211912646130685
1,0,8,0,0.022320969030261,-12.010605057066204,1,-0.0230307252264171,-8.514097495599724,0,0,decided,-0.0566356778144836," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",0,-14,0,0,0,-0.0060645564024872,-0.0516265965278158,-0.0185401886701583,0,-0.0302840191870927
1,0,8,0,0.1565116494894027,-6.086349259651672,1,-0.0183477245187018,-9.177391713009987,0,0,noticed,0.0306581258773803," In his observations of pin factories, Smith noticed that one worker alone might make 20 pins in a day, but that a small business of 10 workers (some of whom would need to complete two or three of the 18 tasks involved with pin-making), could make 48,000 pins in a day.
",0,-6,0,0,1,-0.0009361482905649,0.1451049801705232,0.0324148461222648,0,0.1555676534771919
0,8,14,0,0.0061842575669288,-10.401167144632103,1,0.0228688768687702,-7.4673102747962,1,0,means,0.0039196833968162," Third, specialization allows businesses to take advantage of economies of scale, which means that for many goods, as the level of production increases, the average cost of producing each individual unit declines.
",0,-3,0,0,1,0.0043370177440553,-0.0750132082673433,0.0127934850752353,0,-0.070344403386116
0,0,1,0,-0.0173446908593177,-6.086349259651672,1,0.0038945824146313,-6.654018782394191,0,0,thought,-0.0192320495843887," I thought that I would make sort of like more of an informative video because I could just like post a vlog, but um the footage was like so random, and all over the place.
",0,-4,0,0,1,-0.000448544645757,0.0204061651363586,-0.0034108310937881,0,0.0180581882596015
1,0,13,0,0.0970623604953289,-9.612709784267834,1,-0.0087866943182521,-6.199464064089503,0,0,say,0.0724382400512695," Then the Japanese gardens you do have to pay for but I will say that it was definitely worth it.
",0,-5,0,0,1,0.0065322977912602,-0.045329498510719,0.0520962923765182,0,0.0323961563408374
0,0,40,1,0.0228068046271801,-7.405434871078112,1,0.009545506542029,-8.203942567295885,0,0,learned,0.0," I did wear my bird shirt – It's a pretty good bird shirt, I got a compliment on it – which I didn't say this earlier, but I bought this at the Audubon Society which I learned what that was.
",0,2,0,0,1,0.0011203140311664,0.0311390075551308,0.0,0,-0.044620219618082
1,0,3,1,-0.0582053810358047,-7.405434871078112,1,-0.000768921310127,-6.1641662820084795,0,0,know,0.0153329689055681," I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.
",0,2,0,0,0,0.0019378022814028,0.0297198646144457,0.0132956653833389,0,-0.0407149717211723
1,6,2,0,-0.0916233202442526,-12.010605057066204,1,-0.0234538947820919,-6.199464064089503,0,0,says,0.0137552618980407," The legend says that the King of Athens, Theseus unified the ten tribes of early Athens into one kingdom (c. 1230 BC).
",0,-3,0,0,1,-0.0045845239245392,-0.0499160511848136,0.014960503205657,0,-0.0337321581318974
0,1,18,1,-0.1222483962774276,-5.497374946153897,0,0.0092608803867274,-7.4673102747962,1,0,means,0.0074972510337829," For your joke to be funny, it has to surprise the audience in some way, which means it has to seem original or new.
",0,-1,0,1,0,0.0022580012778327,0.0184959368632426,-0.0475292205810546,0,0.0312618613243103
1,5,26,0,0.2380192447453737,-8.966082619342782,1,-0.004271320978216,-8.966082619342782,0,0,reported,0.0001109838485717," At least one prior study by Kessler and colleagues [15], however, using measures of perceived discrimination in a large American sample, reported that approximately 33% of respondents reported some form of discrimination (see also, Gibbons et al. [4]).
",0,-3,0,0,0,-0.0056380373772043,0.2367577886090896,0.0075882673263549,0,0.2300396598875522
1,4,24,1,-0.1336651500314474,-6.419618076555347,1,0.0023290438662714,-7.068962634456899,0,0,given,-0.0072525739669799," The p-value associated with the design-based F is thus more accurate (than the associated with the χ2 statistic) given the adjustments and calculations take into account the weighted nature of the data.
",0,-1,0,0,0,0.004172917606063,0.0072177388904342,0.005678504705429,0,0.008446916937828
0,1,4,1,-0.0263542011380195,-6.08101591367631,0,-0.0206859487153235,-8.139404046158313,0,0,remember,-0.0361569374799728," But, but I remember, like I went there with this person, it's kind of funny.
",0,-1,0,0,1,-0.0020897505325261,0.0327383352693541,-0.0603212341666221,0,0.0324084609746933
0,1,2,1,0.1019761338829994,-7.328473829941984,0,-0.0199412730123315,-6.654018782394191,0,0,think,-0.0150272250175476," Oh I think you told me.
",1,-1,0,0,0,0.004307207222748,0.0198246098256537,0.0186961591243743,0,0.0156625895933274
1,1,3,1,0.3961375709623098,-7.033871314645629,0,0.0181713984195703,-6.654018782394191,0,0,thinking,0.0341889262199401," And I was thinking, it looks like these people aren't going home alone tonight.
",0,-1,0,1,1,0.0111694839071891,0.33588534650224,0.0496446639299392,0,0.1782237510369185
0,0,3,1,nan,-8.752508519044722,1,-0.0344647318124771,-6.654018782394191,0,0,thought,-0.0734254419803619," But I just thought that —
",0,-1,0,0,1,-0.0026975128761082,nan,-0.0734254419803619,1,nan
1,1,9,0,0.0194940716028213,-8.272935438782836,0,0.0065817775869229,-9.612709784267834,0,0,glad,0.0," But a- anyway, um, I was so glad that he opened up on this disclosure bit.
",1,-3,0,0,0,0.000198471446088,-0.0144949662254044,0.0,0,0.0178263336420059
0,1,1,1,0.1905063986778259,-8.791729232198003,0,0.0196517719343262,-6.199464064089503,1,0,said,0.0014160871505737," He said, I loved your hum- humor, uh, and I love you, but, I am not a political appointee.
",0,-1,0,0,1,0.0039527757116685,0.007829473156817,-0.033998504281044,0,-0.0131919272243976
0,0,2,1,0.0268829800188541,-10.911992768398093,1,-0.0024938862566109,-6.199464064089503,0,0,said,-0.0462808273732662," And I said, Oh? How did you get on the board?
",0,-1,0,0,0,0.0004365407549879,0.0087256937332096,-0.0546677485108375,0,-0.0128061212599277
0,1,2,1,-0.0122828632593154,-6.236053511521796,0,0.0222979691698328,-6.199464064089503,1,0,said,-0.014155339449644," Well he said, I got a letter from the governor, asking.
",0,-1,0,0,0,9.734422902301504e-05,-0.0313959165431914,-0.0023274719715118,0,-0.0424298718571662
0,2,33,1,0.1646292060613632,-5.862136761148557,1,0.0016596750558201,-6.199464064089503,0,0,said,-0.0002699494361877," The point was, I could have mentioned what was in the paper about him, that he was related and, you know, had business with Steitler, and I just said, and there's Doctor Duvall, you know?
",0,-1,0,0,1,-0.0004465532205281,0.0189081419673653,0.0067944675683975,0,-0.1232113526030417
0,0,2,1,0.0247143357992172,-11.317457876506259,1,-0.01381748980946,-6.199464064089503,0,0,said,0.0," And I said, well, I – alright.
",0,-1,0,0,1,0.0009621687961598,-0.0066598531874743,0.0,0,-0.0149747654795646
0,1,1,1,-0.0410889126360416,-6.08101591367631,0,0.0149431598505803,-8.203942567295885,0,0,learned,0.0503225326538085," I learned it just went down.
",0,-1,0,1,0,0.0143798956576326,0.0811686533769326,0.1270082741975784,0,0.1005721129477024
0,0,1,1,-0.0460284613072872,-9.931163515386368,1,0.0314531002193689,-6.654018782394191,0,0,think,-0.0301542282104492," I think you – I think you gave him some herb of some kind.
",0,-1,0,0,0,0.0043783585141596,-0.0308623878750949,-0.0413458347320556,0,-0.054195936769247
0,1,5,1,-0.0851724073290824,-7.068962634456899,0,0.0147214903185765,-6.654018782394191,0,0,think,-0.0120880603790283," I think you – I think you gave him some herb of some kind.
",1,-1,0,0,0,0.0019531190624993,0.0095998161938041,-0.0358470231294631,0,-0.0934894159436225
1,1,4,1,-0.0025560297071933,-9.177391713009987,0,0.0147790196324475,-9.177391713009987,0,0,notices,0.0136112812906503," (A civic agent notices you noticing, and attaches itself to your infospace, whispering statistics —
",1,-1,0,0,0,0.0044541145369552,0.008150143828243,-0.1138733327388763,0,0.0745307952165603
1,1,6,1,0.0025642812252044,-10.911992768398093,0,-0.0081185099076141,-8.347043410936557,0,0,hearing,0.0," Derya, of all people, hearing you scream!
",1,-1,0,0,0,0.0011278268597734,0.0085610965601144,0.0,0,-0.016245849430561
0,0,15,0,-0.1940404362976551,-12.010605057066204,1,2.2982994440534643e-05,-6.542544915931073,1,0,saw,0.0," When, a couple of weeks later we were invited over to his house we saw that this was not an idle remark.
",0,-5,0,0,0,0.0024583172570979,-0.0457727607555579,0.0,0,-0.0261371657252311
0,0,1,0,-0.054192092269659,-12.010605057066204,1,-0.0408900365192484,-8.714768191061875,0,0,suppose,-0.1806096583604812," I suppose that, in our own way, we were all collectively strange.
",0,-12,0,0,0,-0.0120619055330807,-0.0192253827871311,-0.1914811134338379,0,-0.0043803788721561
0,1,7,1,0.0253248736262321,-6.742746898002876,0,0.0120610627283652,-6.1641662820084795,0,0,knew,0.0120856743305921," I volunteered for that program because I knew I wanted to be a Fighter Pilot and at the ""Top of the Spear.""
",0,-1,0,0,1,0.0029110128777868,0.0181592487486509,0.0142628923058509,0,0.0256498456001281
0,5,4,1,0.1156710386276245,-5.862136761148557,1,-0.0113620652029147,-8.181963660577109,0,0,believed,-0.0309592112898826," In those days I believed there was a difference in the parties.
",0,-1,0,0,0,-0.0050682428165468,0.1684050795796153,-0.065995953977108,0,0.1336068459614153
0,3,1,1,0.2598026972264051,-5.497374946153897,1,-0.0082944584493007,-7.9852533663310545,0,0,understand,0.0268397107720375," I understand third party candidates have no success.
",0,-1,0,0,0,0.0068352534905364,0.1091812339921792,0.1079640202224254,0,0.0982656460255384
1,0,11,1,-0.2146140411496162,-8.078779424341878,1,0.0180525041201658,-7.967553789231654,0,0,consider,0.0," If you do not receive the Republican nomination, would you consider running as a third party candidate?
",0,-1,0,0,1,0.0083147536823497,-0.0839670101474774,0.0,0,-0.0506967082619667
1,1,6,1,-0.1625076159834861,-10.624310695946313,0,0.0026237851144986,-8.966082619342782,0,0,notes,-0.0030497144907712," On his campaign website, Sarvis notes he favors parental school choice through student vouchers, simplification of Virginia's Tax Code, US Second Amendment - gun - rights, same-sex marriage, and reform of the state's drug laws.
",1,-1,0,0,0,-0.0004898694368885,-0.1609678861392395,-0.0030497144907712,0,-0.1565128937363624
1,1,5,1,-0.0802243016660213,-8.249404941372642,0,0.0030391751641175,-8.347043410936557,0,0,hear,-0.0085596218705177," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0,-1,0,0,0,0.0002258453771037,-0.069016058491422,0.0010418146848678,0,-0.0708859302103519
1,0,8,0,-0.0229000821709632,-12.010605057066204,1,-0.0075292658688178,-6.1641662820084795,0,0,know,-0.0017774403095245," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0,-4,0,0,0,-0.001886213839856,0.0355709998545422,0.0030519664287567,0,0.058470569550991
1,1,14,0,0.0866551380604505,-7.9852533663310545,0,-0.0101217736889022,-6.1641662820084795,0,0,know,0.0071103163063526," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0,-3,0,0,0,-0.0017055271539723,0.1781103212649774,-0.0012190043926239,0,0.1984309982508421
1,1,27,0,-0.060466781258583,-8.249404941372642,0,0.0069483523104134,-6.1641662820084795,0,0,know,-0.0005443096160888," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0,-3,0,0,0,0.0012950052275472,0.0128141044592014,0.0060154795646667,0,0.0149756222963333
1,0,28,0,0.0420390851795673,-9.066166077899764,1,-0.0147634751200833,-7.4673102747962,0,0,meaning,0.0," Moreover, electing a third-party governor represents a repudiation of politics as usual, and the major party legislators will face changed constraints and incentives, meaning that much more is possible than many people assume, especially with strong leadership.
",0,-5,0,0,0,-0.00178950962928,-0.0392298844304274,0.0,0,0.1465167351826067
1,1,5,1,0.0022613927721977,-8.45525699557679,0,0.0103662122887152,-6.199464064089503,0,0,said,-0.0003140568733215," Environment Canada spokesperson Julie Hahn said they apply to letters of complaint, criticism or injury, research or scientific notes and findings that don`t have any conclusion, and Treasury Board letters, agendas and minutes that don`t deal with subjects of national interest.
",1,-1,0,0,1,0.001925497932233,0.0143931521204313,0.0148024260997772,0,0.0145758464932441
1,4,9,1,-0.0860577970743179,-9.066166077899764,1,0.014294262093374,-6.199464064089503,0,0,said,0.0019659474492073," Paul Dewar, an Ottawa New Democrat MP, said the combined security lapses raise serious questions about the government's ability to secure sensitive documents.
",0,-1,0,0,0,0.002287399599107,-0.0345498014601968,-0.0008032508194446,0,-0.0402293391525745
1,0,1,0,-0.0711911879479885,-10.911992768398093,1,0.000285676348898,-6.199464064089503,0,0,says,0.0022580921649932," Dewar says that bureaucrats of the Conservative government have complained to him about document security to the point that they can`t share the information with their own colleagues.
",0,-8,0,0,0,-0.0003784110169099,0.053359247173005,-0.0003100037574768,0,0.066663209348917
1,0,2,0,0.0872248094528913,-12.010605057066204,1,0.0092950100460422,-8.966082619342782,0,0,report,0.0," I can report to the House that they are currently in a stable and improving condition at Auckland Hospital.
",0,-4,0,0,1,0.0020160305443574,0.0700659488082716,0.0,0,0.0645330976694822
1,1,6,0,0.0483328960835933,-5.862136761148557,1,-0.0316549961765607,-9.708019964072157,0,0,aware,-0.0893328189849853," Of course, members will be aware that there are outbreaks in other regions as well.
",0,-3,0,0,0,-0.0061012810750889,-0.0748670586275265,0.0,0,-0.0664244242771502
