frequency_matrix_verb,uid_iphrase,m_verb,word_form_similarity,text,uid_idoc,matrix_subject1v3,position_matrix_verb,subject_form_CC_subject1v4,matrix_subject1v2,subject_form_CC_subject1v2,length_matrix_verb_to_CC,length_CC_remainder,uid_jaeger,matrix_subject1v4,uid_avgStep,mverb,uid_amp,uid_var,that_omission,length_CC_onset,subject_form_CC_subject1v3,frequency_CC_subject_head,uid_biggestStep
-6.1641662820084795,-0.0164899008259886,1,0," I know she's —
",0.0190179049968719,0,1,0,0,0,-1,0,2.901999795891284,0,-0.0941882703453302,know,-0.0006627850234508,0.0128633393816394,1,1,1,-5.862136761148557,0.0384790487587451
-6.199464064089503,0.1380307803107868,1,0," They said, they already determined it was in like eighteen different states.
",0.1510861739516258,1,1,0,0,0,-1,0,1.157180642819177,0,-0.0328216754964419,said,0.0011545363813638,0.0070213433806341,1,1,1,-9.302554855963994,-0.2454691678285598
-6.654018782394191,-0.00527477809228,1,0," You know what I think, I think the first time that it does the card mode, it takes a long time.
",-0.0275275111198425,0,7,0,0,1,-1,0,1.9892904446855384,0,0.0016680462690799,think,0.0020560976117849,0.0017807455396453,1,1,0,-6.419618076555347,-0.052968705072999
-9.066166077899764,8.988174823965078e-05,1,0," It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.
",0.0001466870307922,0,48,1,0,0,-3,0,1.845826690498331,1,0.0025009976624109,sure,0.0005576126277446,0.0005498912169581,0,5,0,-5.497374946153897,0.0007909536361694
-6.1641662820084795,0.0302995513073909,1,0," I was wearing a yellow linen dress which my mother had picked out and which I therefore disliked although I knew it flattered me.
",0.0239286124706268,0,20,0,0,1,-1,0,2.901999795891284,0,0.0124779295548796,knew,-0.0007979031652212,0.005053626630137,1,1,0,-12.010605057066204,0.0681163147091865
-8.347043410936557,0.1487814942055622,1,0," We scanned the deep blue valley for the first sign of the company, but before we saw them we heard the children shouting: “A yellow man!”
",0.1374901682138443,1,20,1,0,0,-1,0,1.3609765531356008,0,-0.0466990634919174,heard,0.0009023528546094,0.0022913386438361,1,2,0,-10.624310695946313,-0.0936703383922576
-6.654018782394191,-0.0516552319074085,1,0," At first I thought the children meant my father, whose golden skin, the color of the night-monkey’s pelt, was a rarity in the islands; but certainly the children of Tyom were familiar with my father, and would never have greeted a council-member with such ill-mannered yells.
",-0.0504616871476173,0,3,1,0,0,-1,0,1.9892904446855384,0,0.0038947918113239,thought,3.774464130401611e-05,-0.0007184435386536,1,2,0,-7.4673102747962,0.0123710036277771
-8.203942567295885,-0.0086494243738074,1,1," I have since learned that that doctor wrote a well-received treatise, On the Medicinal Properties of the Juice of the Young Coconut, and died a respected man in his native city of Deinivel; but at the time I felt certain he had returned with his sack of tree-cuttings.
",-0.0071640610694885,0,3,1,0,0,-3,0,2.70805020110221,1,-0.0050898626997742,learned,0.0008143726736307,-0.0020096505394166,0,2,0,-7.5679538005758875,-0.0136079844087362
-6.542544915931073,0.0091109511575528,1,0," As they approached I saw that my father’s face was shining with pride, and his bearing had in it a new hauteur, like that of the old island kings.
",0.0640078783035278,0,4,1,0,0,-7,0,2.423537703411708,0,0.0003443400187952,saw,0.0013689864426851,0.0008243634860152,0,0,0,-10.218845587838148,0.1322558987885713
-8.347043410936557,-0.0021858966963393,1,0," As he dismounted in front of the house I heard my mother whispering: “Protect us, God with the Black-and-White Tail, from that which is not of this earth.”
",0.001299500465393,0,9,1,0,0,-1,0,1.3609765531356008,0,-0.0182974137495646,heard,-0.0024355091154575,-0.000153692281559,1,2,0,-10.401167144632103,0.0002149902284145
-6.654018782394191,-0.2076677566296175,1,0," I thought I caught an odor off him, of fish, sea-sickness and sweat.
",-0.0615515297847752,0,1,0,0,0,-1,0,1.9892904446855384,0,0.0044402143997109,thought,0.0002347119152545,-0.0131513576858098,1,1,0,-9.014872783512212,0.127379722893238
-8.347043410936557,0.0701225918293109,1,0," I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.
",0.0825191736221313,0,1,0,0,0,-3,0,1.3609765531356008,0,-0.0047888169530779,heard,0.0024701002985239,-0.0055740706057951,0,1,1,-12.010605057066204,-0.217904569581151
-7.328473829941984,-0.0108629156599523,1,0," Mr. Tedeschi also told the court that, over the last five months of her life, ""Gloria's eczema played a devastating role in her overall health and it is asserted by the Crown that both her parents knew this and discussed it with each other.""
",-0.0025237277150154,0,3,1,0,0,-6,0,2.890371757896165,1,0.0167336738100808,told,-0.0010258294641971,0.0041870514666351,0,3,0,-7.762109815016845,-0.001853123307228
-6.199464064089503,-0.014602149095402,1,0," Speaking in the parents' defense, Tom Molomby, SC, said that, as the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.
",-0.0081151872873306,0,12,1,0,0,-3,0,1.157180642819177,1,0.0144514379546392,said,0.0010614749044179,0.0034309879665014,0,0,0,-9.708019964072157,-0.0164796411991119
-9.302554855963994,-0.0682446242686952,1,0," The results of the Australian National Iodine Nutrition Study published in the Medical Journal of Australia this week, revealed that children in mainland Australia are borderline iodine deficient.
",-0.0708406567573547,0,19,1,0,0,-8,0,2.70805020110221,1,0.0028646086681295,revealed,0.0010677464306354,-0.0005773549928313,0,0,0,-10.911992768398093,0.0340760499238967
-6.199464064089503,0.0192250145043719,1,0," The authors say the results confirm the existence of inadequate iodine intake in the Australian population.
",0.0119607746601104,0,2,1,0,0,-1,0,1.157180642819177,1,0.0129381327226368,say,-0.0001968573778867,-0.0008769897629512,1,2,0,-9.931163515386368,0.0173543859273195
-6.199464064089503,0.0006156946707464,1,0," Professor Cres Eastman, Director of the National Iodine Nutrition study, and Chairman of the Australian Centre for Control of Iodine Deficiency Disorders, says it is crucial that children and pregnant women in particular have an adequate intake of iodine.
",0.0017411783337593,0,25,1,0,0,1,0,1.157180642819177,1,0.0013981096112237,says,0.0047664642333984,0.0003497983362796,1,0,0,-10.911992768398093,-0.0134087204933166
-6.199464064089503,-0.0461747909239373,1,0," The report says the decline in iodine intake appears to be due to changes in the dairy industry, where chlorine-containing sanitisers have replaced iodine-containing sanitisers.
",-0.0462946742773056,0,2,1,0,0,-1,0,1.157180642819177,1,-0.0024469360148637,says,-0.0006059557199478,-0.0038064110964691,1,5,0,-8.226415423147943,-0.0940043628215789
-9.445655699604668,0.0171423974765455,1,0," The report states that few if any food manufacturers use iodised salt in the preparation and manufacture of foods.
",0.0200862884521484,0,2,1,0,0,-3,0,1.466337068793427,1,-0.0031150509603321,states,-0.0007907021790742,0.0022023662309992,0,5,0,-6.481175969554781,-0.0190536230802536
-9.708019964072157,0.0619684648019267,1,0," The World Health Organisation (WHO) recommends that every country should iodise all edible salt.
",0.0854356884956359,0,7,1,0,0,-5,0,1.6094379124341003,1,0.0215820811408894,recommends,0.0016811192035675,-0.0009011373181746,0,0,0,-9.708019964072157,0.0859766919165849
-8.544869154266477,0.0067515112690642,1,0," But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose,"" Ms Bauchtman said.
",-0.0003271102905273,0,13,1,0,0,-6,0,1.3862943611198906,1,0.0129026450737509,sure,0.0055582746863365,0.0025950335194586,0,0,0,-6.236053511521796,0.0051561221480369
-9.177391713009987,0.0096950931573072,1,0," Senior researcher Mu Li, of the University of NSW's school of public health, said ""it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency.""
",0.0186575502157211,0,22,1,0,0,-9,0,2.833213344056216,1,0.0130977258391101,assume,0.0062830597162246,0.0073696154250651,0,0,0,-10.911992768398093,0.0607051588594913
-6.1641662820084795,0.0243465955488574,1,0," I am often asked why the House passed Articles of Impeachment even knowing that the odds were slim that Senate Republicans would set aside partisanship and hear the case as impartial jurors.
",0.0129396915435791,0,12,1,0,0,-5,0,2.901999795891284,1,0.017181364530333,knowing,-0.0007854923605918,0.0022708225337687,0,0,0,-11.317457876506259,0.0072091594338417
-6.542544915931073,-0.016684163184393,1,0," Essentially, what we said was there was probable cause that powers had been abused and certainly cause to see that the President refused to cooperate with the constitutional responsibilities of the House of Representatives.
",-0.0046312659978866,0,19,1,0,0,-3,0,2.423537703411708,1,0.0234200658495811,see,0.000525688752532,0.0026311333869745,0,2,0,-9.445655699604668,-0.0092003047466278
-6.1641662820084795,0.0049590480542092,1,0," Mr. President, I want our fellow citizens to know how much you did to carry on this tradition.
",-0.0017345249652862,0,9,0,0,0,-1,0,2.901999795891284,1,0.012414864690176,know,-0.001711281016469,0.0041727952221297,1,1,1,-6.20246256708576,-0.0053021032363176
-7.385632243781933,0.0062620259082625,1,0," By your gracious cooperation in the transition process, you have shown a watching world that we are a united people pledged to maintaining a political system which guarantees individual liberty to a greater degree than any other, and I thank you and your people for all your help in maintaining the continuity which is the bulwark of our Republic.
",0.0017648935317993,0,11,1,0,0,-4,0,3.5263605246161616,1,0.0127113171028978,shown,0.0022523459047079,0.0037373700156578,0,0,0,-10.911992768398093,0.0095958169549703
-6.654018782394191,0.0049192113700605,1,0," Why, then, should we think that collectively, as a nation, we're not bound by that same limitation?
",0.0085585936903953,0,6,1,0,0,-11,0,1.9892904446855384,1,0.0026493009194555,think,-0.0020605791360139,0.0032128296837487,0,0,0,-10.624310695946313,0.0171052664518356
-8.181963660577109,-0.0036479500850886,1,0," From time to time we've been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people.
",0.0030126869678497,0,9,1,0,0,-4,0,2.03688192726104,1,0.0118352081688535,believe,0.0026573147624731,0.0048418815354763,0,0,0,-7.556257760812696,0.1353208720684051
-7.4673102747962,0.1018906822939822,1,0," Putting America back to work means putting all Americans back to work.
",0.1236126497387886,0,5,1,0,0,-1,0,2.751535313041949,1,-0.0115636555382456,means,-0.000897504389286,0.0078211862134759,1,0,0,-7.425637578395632,-0.210746631026268
-7.4673102747962,-0.0392631513022241,1,0," Ending inflation means freeing all Americans from the terror of runaway living costs.
",-0.0328145697712898,0,2,1,0,0,-1,0,2.751535313041949,1,0.009106109276987,means,-0.0003944355994462,-0.002073272855323,1,0,0,-12.010605057066204,-0.0656742006540298
-6.654018782394191,0.0038782064078582,1,0," However, in representative governments like the United States, minority rights are protected: people cannot be deprived of certain rights even if an overwhelming number of people think that they should be.
",-0.006481796503067,0,30,1,0,0,-4,0,1.9892904446855384,1,0.0007384875773632,think,6.56619668006897e-05,0.0006214886811777,0,0,0,-5.862136761148557,-0.0129021033644676
-6.199464064089503,0.0091131281462453,1,0," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",0.0145768821239471,0,5,1,0,0,-1,0,1.157180642819177,1,0.0072058488403548,say,-0.0022026896476745,0.0017643329771944,1,2,0,-8.514097495599724,0.0284200310707092
-8.181963660577109,0.0068133566027679,2,0," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",0.0072486847639083,0,16,1,0,0,-3,0,2.03688192726104,1,-0.001583596615124,believe,0.0022553093731403,0.0012235288737958,0,1,0,-8.427086118610093,0.0140354335308074
-8.514097495599724,-0.0142277986969516,3,0," For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.
",-0.0192097723484039,0,8,1,0,0,-14,0,2.803360380906535,1,-0.0089574276524431,decided,0.0033881701529026,-0.0009878619253201,0,0,0,-12.010605057066204,-0.0375896096229553
-9.177391713009987,0.0093100115717923,1,0," In his observations of pin factories, Smith noticed that one worker alone might make 20 pins in a day, but that a small business of 10 workers (some of whom would need to complete two or three of the 18 tasks involved with pin-making), could make 48,000 pins in a day.
",0.0086972117424011,0,8,1,0,0,-6,0,1.7346010553881064,1,0.0015770397028007,noticed,0.0018035992980003,0.0013567894315441,0,0,0,-6.086349259651672,0.0195430740714073
-7.4673102747962,-0.0099638712735057,1,0," Third, specialization allows businesses to take advantage of economies of scale, which means that for many goods, as the level of production increases, the average cost of producing each individual unit declines.
",-0.0012349933385849,1,14,1,0,0,-3,0,2.751535313041949,0,0.0126439235542738,means,0.0004923529922962,0.0078805934514342,0,8,0,-10.401167144632103,-0.0024990737438201
-6.654018782394191,-0.0235941603743973,1,0," I thought that I would make sort of like more of an informative video because I could just like post a vlog, but um the footage was like so random, and all over the place.
",-0.0171897113323211,0,1,1,0,0,-4,0,1.9892904446855384,0,0.0084288916933914,thought,0.0007585640996694,0.0010818305668999,0,0,0,-6.086349259651672,-0.0688128471374511
-6.199464064089503,-0.0267494402737135,1,0," Then the Japanese gardens you do have to pay for but I will say that it was definitely worth it.
",-0.0196490809321403,0,13,1,0,0,-5,0,1.157180642819177,1,0.0132509015941698,say,-0.0006929840892553,0.0007813043508216,0,0,0,-9.612709784267834,-0.0392236560583114
-8.203942567295885,-0.019581615856173,1,0," I did wear my bird shirt – It's a pretty good bird shirt, I got a compliment on it – which I didn't say this earlier, but I bought this at the Audubon Society which I learned what that was.
",-0.0041662752628326,0,40,1,0,0,2,0,2.70805020110221,0,-0.0136837410318608,learned,0.0174236558377742,-0.0023164284618842,1,0,0,-7.405434871078112,0.0084508918225765
-6.1641662820084795,0.1254850781386477,1,0," I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.
",-0.1074789726537699,0,3,1,0,0,2,0,2.901999795891284,1,-0.0022489873408372,know,-0.0035370774567127,0.0029028933982916,1,0,0,-7.405434871078112,-0.0073769278824329
-6.199464064089503,-0.0274868928093298,1,0," The legend says that the King of Athens, Theseus unified the ten tribes of early Athens into one kingdom (c. 1230 BC).
",-0.0340838134288787,0,2,1,0,0,-3,0,1.157180642819177,1,-0.0021657674184078,says,0.0012805964797735,0.0011274070723842,0,6,0,-12.010605057066204,-0.0612406823784112
-7.4673102747962,0.0031985015948376,1,0," For your joke to be funny, it has to surprise the audience in some way, which means it has to seem original or new.
",0.0003430545330047,1,18,0,0,1,-1,0,2.751535313041949,0,0.0042430323620255,means,-0.0014498848468065,0.0021438741934718,1,1,0,-5.497374946153897,-0.0014508385211229
-8.966082619342782,-0.0455139649661081,1,0," At least one prior study by Kessler and colleagues [15], however, using measures of perceived discrimination in a large American sample, reported that approximately 33% of respondents reported some form of discrimination (see also, Gibbons et al. [4]).
",0.0234719776910776,0,26,1,0,0,-3,0,2.3513752571634776,1,0.0077558156490033,reported,9.640119969844818e-05,0.0029482892532329,0,5,0,-8.966082619342782,0.1204242911189794
-7.068962634456899,-0.0050003964531816,1,0," The p-value associated with the design-based F is thus more accurate (than the associated with the χ2 statistic) given the adjustments and calculations take into account the weighted nature of the data.
",-0.0003300905227661,0,24,1,0,0,-1,0,4.248495242049359,1,-0.0107351414904725,given,0.0012806169688701,0.0008900812637516,1,4,0,-6.419618076555347,0.0012794248759746
-8.139404046158313,-0.0036524990533208,1,0," But, but I remember, like I went there with this person, it's kind of funny.
",0.0005230605602264,0,4,0,0,0,-1,0,1.791759469228055,0,0.003544916372214,remember,2.4218112230300903e-05,0.0029354752045559,1,1,0,-6.08101591367631,0.0009865164756774
-6.654018782394191,-0.0503425331054521,1,0," Oh I think you told me.
",-0.0307423323392868,0,2,0,0,0,-1,0,1.9892904446855384,0,0.0222309769264289,think,0.0003666598349809,0.0051707133183838,1,1,1,-7.328473829941984,-0.0615533292293548
-6.654018782394191,-0.0114289457713695,1,0," And I was thinking, it looks like these people aren't going home alone tonight.
",-0.0020564198493957,0,3,0,0,1,-1,0,1.9892904446855384,1,-0.023346099604945,thinking,-0.0016247518360614,-0.0058697363351218,1,1,0,-7.033871314645629,-0.0057443864643573
-6.654018782394191,0.0123812762044724,1,1," But I just thought that —
",0.0017879903316497,0,3,1,0,0,-1,0,1.9892904446855384,0,0.0213047814865907,thought,0.0016607567667961,0.0188779566210775,1,0,0,-8.752508519044722,0.0051611587405204
-9.612709784267834,0.0113077217075777,1,0," But a- anyway, um, I was so glad that he opened up on this disclosure bit.
",0.0025933980941772,0,9,0,0,0,-3,0,1.2992829841302609,1,0.0129646135450542,glad,0.0001041516661643,0.0037620183384569,0,1,1,-8.272935438782836,0.003716193139553
-6.199464064089503,-0.0179408609610859,1,0," He said, I loved your hum- humor, uh, and I love you, but, I am not a political appointee.
",-0.0134617537260055,1,1,0,0,0,-1,0,1.157180642819177,0,0.0076207541077904,said,0.0028166994452476,0.0009538872063296,1,1,0,-8.791729232198003,-0.0294362008571624
-6.199464064089503,-0.0196661609003232,1,0," And I said, Oh? How did you get on the board?
",-0.0311857759952545,0,2,1,0,0,-1,0,1.157180642819177,0,-0.0226232475079186,said,0.0036562606692314,-0.0047211866382566,1,0,0,-10.911992768398093,-0.0581100061535835
-6.199464064089503,0.0065744719335011,1,0," Well he said, I got a letter from the governor, asking.
",0.0036009848117828,1,2,0,0,0,-1,0,1.157180642819177,0,0.0033573198879321,said,-0.0039901752024888,0.0034858015561143,1,1,0,-6.236053511521796,0.0031043868511915
-6.199464064089503,0.0345763276239261,1,0," The point was, I could have mentioned what was in the paper about him, that he was related and, you know, had business with Steitler, and I just said, and there's Doctor Duvall, you know?
",-0.0375147759914398,0,33,1,0,0,-1,0,1.157180642819177,0,0.0045963534796346,said,-0.0012661945074796,0.0018629234521325,1,2,0,-5.862136761148557,-0.0762699376791715
-6.199464064089503,-0.102358078093014,1,0," And I said, well, I – alright.
",-0.1069092118543619,0,2,1,0,0,-1,0,1.157180642819177,0,0.034043441609376,said,0.001310046762228,0.0231639348249684,1,0,0,-11.317457876506259,-0.4065976869314909
-8.203942567295885,-0.0139733651054224,1,0," I learned it just went down.
",0.0311992764472961,0,1,0,0,1,-1,0,2.70805020110221,0,0.038916691295093,learned,-0.0031832568347454,0.0164972795839122,1,1,0,-6.08101591367631,0.0660295486450195
-6.654018782394191,0.0386450436043863,1,0," I think you – I think you gave him some herb of some kind.
",0.0477369129657745,0,1,1,0,0,-1,0,1.9892904446855384,0,-0.0038673117756843,think,-0.0011426378041505,0.0085878462386355,1,0,0,-9.931163515386368,0.0945565104484558
-6.654018782394191,-0.0065924967794368,1,0," I think you – I think you gave him some herb of some kind.
",-0.0041139423847198,0,5,0,0,0,-1,0,1.9892904446855384,0,-0.004180646315217,think,-0.0018757283687591,0.00051922838738,1,1,1,-7.068962634456899,-0.0098753571510314
-9.177391713009987,0.0037554683385505,1,0," (A civic agent notices you noticing, and attaches itself to your infospace, whispering statistics —
",-0.00291009247303,0,4,0,0,0,-1,0,1.7346010553881064,1,-0.0186293225098205,notices,-0.0011622309684753,0.0001199001706966,1,1,1,-9.177391713009987,-0.0050951540470123
-8.347043410936557,-0.0200652580172049,1,0," Derya, of all people, hearing you scream!
",-0.0020818784832954,0,6,0,0,0,-1,0,1.3609765531356008,1,0.0140022702007131,hearing,-0.0004040524363517,0.008488993586321,1,1,1,-10.911992768398093,0.0354369729757308
-6.542544915931073,-0.0184423761422057,1,0," When, a couple of weeks later we were invited over to his house we saw that this was not an idle remark.
",-0.0108075812458992,1,15,1,0,0,-5,0,2.423537703411708,0,0.0063797876776265,saw,-0.0014591962099075,0.0053969352190499,0,0,0,-12.010605057066204,-0.0216139703989028
-8.714768191061875,0.1707593874739749,1,0," I suppose that, in our own way, we were all collectively strange.
",0.2092897891998291,0,1,1,0,0,-12,0,2.6026896854443837,0,0.0037134871152894,suppose,-3.056786954402924e-05,0.0019615875350596,0,0,0,-12.010605057066204,-0.077838510274887
-6.1641662820084795,0.0463591617775651,1,0," I volunteered for that program because I knew I wanted to be a Fighter Pilot and at the ""Top of the Spear.""
",0.0553120374679565,0,7,0,0,0,-1,0,2.901999795891284,0,0.0042474114894866,knew,-0.0024464409798383,0.0058735257482542,1,1,0,-6.742746898002876,0.0672950446605682
-8.181963660577109,0.0119542299698178,1,0," In those days I believed there was a difference in the parties.
",0.003533661365509,0,4,1,0,0,-1,0,2.03688192726104,0,0.0137260514669693,believed,-9.989924728870392e-05,0.004383132504644,1,5,0,-5.862136761148557,0.0064858179539442
-7.9852533663310545,-0.0473575126586688,1,0," I understand third party candidates have no success.
",-0.0222593545913696,0,1,1,0,0,-1,0,2.639057329615259,0,0.0285696884513729,understand,-0.0073946919292211,-0.0011002860110306,1,3,0,-5.497374946153897,-0.0450942516326904
-7.967553789231654,0.2212926273969443,1,0," If you do not receive the Republican nomination, would you consider running as a third party candidate?
",-0.0155479872030253,0,11,1,0,0,-1,0,3.349904087274605,1,0.0045836541082775,consider,-0.0093451850116252,0.0219890957780387,1,0,0,-8.078779424341878,-0.2267068140208721
-8.966082619342782,0.0119050160281533,1,0," On his campaign website, Sarvis notes he favors parental school choice through student vouchers, simplification of Virginia's Tax Code, US Second Amendment - gun - rights, same-sex marriage, and reform of the state's drug laws.
",0.0115679502487182,0,6,0,0,0,-1,0,1.6582280766035324,1,-0.0029207949293426,notes,-0.0004889629781246,-0.0005810723503446,1,1,1,-10.624310695946313,-0.0102105885744094
-8.347043410936557,-0.0107100172645666,1,0," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",-0.0064809173345565,0,5,0,0,0,-1,0,1.3609765531356008,1,0.0046799160213984,hear,-0.0322307273745536,0.0038581386829342,1,1,0,-8.249404941372642,-0.0129916369915008
-6.1641662820084795,-0.005513986408309,2,0," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",-0.0009471848607063,0,8,1,0,0,-4,0,2.901999795891284,1,0.003806265494067,know,0.0059262961149215,0.0023180615125191,0,0,0,-12.010605057066204,-0.0022759586572647
-6.1641662820084795,-0.0035468532129971,2,0," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0.0015005841851234,0,14,0,0,0,-3,0,2.901999795891284,1,0.0032822343902851,know,-0.0011876672506332,0.0026233118190278,0,1,0,-7.9852533663310545,0.0028680115938186
-6.1641662820084795,-0.0010661567401404,2,0," Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.
",0.0030336678028106,0,27,0,0,0,-3,0,2.901999795891284,1,0.0017434834111494,know,0.0016417205333709,0.0020902449627159,0,1,0,-8.249404941372642,0.0059996247291564
-7.4673102747962,-0.0159746808173077,1,0," Moreover, electing a third-party governor represents a repudiation of politics as usual, and the major party legislators will face changed constraints and incentives, meaning that much more is possible than many people assume, especially with strong leadership.
",-0.0105147138237953,0,28,1,0,0,-5,0,2.751535313041949,1,0.0068430326078177,meaning,-0.0003784671425819,0.000482336960947,0,0,0,-9.066166077899764,-0.0210287123918533
-6.199464064089503,0.0463593464180733,1,0," Environment Canada spokesperson Julie Hahn said they apply to letters of complaint, criticism or injury, research or scientific notes and findings that don`t have any conclusion, and Treasury Board letters, agendas and minutes that don`t deal with subjects of national interest.
",0.0448218993842601,0,5,0,0,0,-1,0,1.157180642819177,1,-0.0109753537577061,said,-0.0140838399529457,0.0018603608790662,1,1,1,-8.45525699557679,0.000953733921051
-6.199464064089503,-0.0121767276857969,1,0," Paul Dewar, an Ottawa New Democrat MP, said the combined security lapses raise serious questions about the government's ability to secure sensitive documents.
",0.0001669824123382,0,9,1,0,0,-1,0,1.157180642819177,1,0.0048933394702858,said,-0.0003376342356204,0.0045704990334529,1,4,0,-9.066166077899764,-0.0031360983848571
-6.199464064089503,-0.0015516231175173,1,0," Dewar says that bureaucrats of the Conservative government have complained to him about document security to the point that they can`t share the information with their own colleagues.
",0.0113050043582916,0,1,1,0,0,-8,0,1.157180642819177,1,0.011190162874603,says,-0.0011625476181507,0.0044846246495146,0,0,0,-10.911992768398093,0.0089277625083923
-8.966082619342782,-0.0083752671844864,1,0," I can report to the House that they are currently in a stable and improving condition at Auckland Hospital.
",0.0003312826156616,0,2,1,0,0,-4,0,2.3513752571634776,1,0.0101769111985177,report,0.0008747354149818,0.0035566879176326,0,0,0,-12.010605057066204,0.0005141496658325
