lemma:id	cchead:id	that	sentence
feel:4	look:7	0	 Consequently, I feel we must look to the future and establish guidelines for the mid-term review in 2003, and thus have an influence on the second phase of programming set to follow 2003.

require:5	extend:6	0	 Its implementation would certainly require extending the scope of redistribution instruments such as the Structural Funds.

say:9	cause:38	1	 I will conclude, Mr President, by saying that the failure of the Commission's communication to focus on territorial pacts and, especially, methods of combating unemployment among women and young people, is cause for serious concern.

provide:11	deposit:20	1	 This Treaty shall enter into force on 1 January 2007 provided that all the instruments of ratification have been deposited before that date.

tell:3	unaware:27	1	 It is telling that most of the symposium's 47 participants – influential public- and private-sector figures from around the world – were unaware of the extent to which a mother's nutrition affects her offspring's wellbeing.

know:4	begin:8	0	 It is not known exactly when Shakespeare began writing, but contemporary allusions and records of performances show that several of his plays were on the London stage by 1592.

show:18	stage:28	1	 It is not known exactly when Shakespeare began writing, but contemporary allusions and records of performances show that several of his plays were on the London stage by 1592.

believe:7	be:9	0	 Only a small minority of academics believe there is reason to question the traditional attribution, but interest in the subject, particularly the Oxfordian theory of Shakespeare authorship, continues into the 21st century.

suggest:6	approximate:20	1	 Of interest here, studies suggest that, despite the difficulties in acquiring L2 grammar, adult learners can approximate native-like levels of use and neurocognitive processing [12]–[15].

note:2	consider:7	1	 (Note that we do not consider case studies, purely observational data, or research on L2s acquired by children; for a comprehensive review, see [16]).

suggest:14	appear:18	1	 Although attrition may take place within the first few years, some studies suggest that it then appears to level off, with no further losses occurring [17], [18].

conclude:26	need:39	1	 A year later, the National Library of the Netherlands (Koninklijke Bibliotheek), and the University Library of the Vrije Universiteit Amsterdam again concluded that librarians at their institutes who wanted to get involved in DH needed more training to adequately support researchers and students in this field.

feel:16	need:18	0	 Get feedback from researchers on possible subjects, based on the knowledge and skills they feel librarians need;

make sure:33	stay:45	1	 With these in hand, we will design the curriculum of clinics, based on the method of 'constructive alignment' (Biggs et al., 2011), to make sure that the intended learning objectives and the teaching/learning activities stay aligned.

write:3	have:7	0	 His mother wrote, "He has no indisposition that I know of but love, desperate love, the worst of all maladies in my opinion. In short, the boy is distractedly in love with Miss Chaworth." [6]

write:7	associate:16	0	 About his "protégé" he wrote, "He has been my almost constant associate since October, 1805, when I entered Trinity College. His voice first attracted my attention, his countenance fixed it, and his manners attached me to him for ever."

think:5	spend:7	0	 You're so stupid thinking I spent the night.

think:2	spend:4	0	 She thinks I spent the night in my jeans —

know:29	deserve:31	0	 If I did spend the night, and I was trying to lie, I would give up, cause then I wouldn't care, cause I knew I deserved it.

be:13	let:17	0	 And her mom wanted to take her home early, and I'm like, no let's stay longer.

be:9	call:14	0	 And so she went home and, I was like, I'll call you when I get home, and then you come over.

think:2	have:6	0	 I thought Melanie didn't have a phone.

tell:17	lie:26	0	 You know Kendra, y- — I don't know how many times I gotta tell you, once you lie, once you lie —

tell:10	spend:15	0	 Well you woke me up last night, to tell me Kim wasn't spending the night.

tell:17	go:22	1	 I don't know why you couldn't wake me up in the morning, to tell me that you were going.

think:2	take:11	0	 I think if I spent the night I would've took a shower.

think:11	uniform:18	0	 See if I spent the night mom, you'd think I'd still be in my uniform?

know:2	be:4	0	 I know she's —

say:2	determine:6	0	 They said, they already determined it was in like eighteen different states.

determine:6	state:13	0	 They said, they already determined it was in like eighteen different states.

think:1	find:4	0	 Think we can find a hot dog?

see:1	have:4	0	 See if I have any cards.

think:8	take:20	0	 You know what I think, I think the first time that it does the card mode, it takes a long time.

think:2	stop:5	0	 I think I'll stop there.

be sure:15	warm:20	0	 It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.

tell:31	different:42	0	 It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.

be sure:49	have:56	1	 It was spring, the barren time in March when you can not be sure if it is really warmer, but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud and you are sure that the smell of wet soil has suddenly a bit of the scent of summer rains, of grass and drowned earthworms.

know:21	flatter:23	0	 I was wearing a yellow linen dress which my mother had picked out and which I therefore disliked although I knew it flattered me.

wish:2	stop:6	0	 I wished the rain would stop.

wish:2	turn:5	0	 I wished he would turn his head.

hear:21	shout:24	0	 We scanned the deep blue valley for the first sign of the company, but before we saw them we heard the children shouting: “A yellow man!”

think:4	mean:7	0	 At first I thought the children meant my father, whose golden skin, the color of the night-monkey’s pelt, was a rarity in the islands; but certainly the children of Tyom were familiar with my father, and would never have greeted a council-member with such ill-mannered yells.

learn:4	write:8	1	 I have since learned that that doctor wrote a well-received treatise, On the Medicinal Properties of the Juice of the Young Coconut, and died a respected man in his native city of Deinivel; but at the time I felt certain he had returned with his sack of tree-cuttings.

say:7	be:4	0	 “There they are,” said Pavit, the head house-servant, in a strained voice.

see:5	shine:12	1	 As they approached I saw that my father’s face was shining with pride, and his bearing had in it a new hauteur, like that of the old island kings.

hear:10	whisper:13	0	 As he dismounted in front of the house I heard my mother whispering: “Protect us, God with the Black-and-White Tail, from that which is not of this earth.”

think:2	catch:4	0	 I thought I caught an odor off him, of fish, sea-sickness and sweat.

hear:2	orchestrate:5	1	 I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.

say:15	get:22	0	 And, everyone, all of our friends and all of our acquaintances would say, "Hey, you'd get along with him really well."

be:15	let:18	0	 I was a writer, and she always liked my writings, so I was like, let's just get both of our things together, and let's get this done.

tell:4	play:22	1	 Mr. Tedeschi also told the court that, over the last five months of her life, "Gloria's eczema played a devastating role in her overall health and it is asserted by the Crown that both her parents knew this and discussed it with each other."

reply:20	able:25	0	 Allegedly, Thomas' sister pleaded with him to send Gloria to a conventional medical doctor, but he replied "I am not able to do that".

say:13	declare:33	1	 Speaking in the parents' defense, Tom Molomby, SC, said that, as the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.

say:17	deficient:14	0	 Almost half of all Australian primary school children are mild to moderately iodine deficient, researchers say.

reveal:13	get:17	0	 A new study documenting iodine nutritional status in Australian school children has revealed many are not getting enough iodine - which can lead to mental and growth retardation.

say:5	issue:13	0	 The report's authors say iodine deficiency is "the sleeper health issue in Australia", and potentially a very serious one.

reveal:20	deficient:29	1	 The results of the Australian National Iodine Nutrition Study published in the Medical Journal of Australia this week, revealed that children in mainland Australia are borderline iodine deficient.

say:2	method:14	0	 They say adding the mineral to salt is the simplest and most effective method of preventing iodine deficiency disorders.

say:3	confirm:6	0	 The authors say the results confirm the existence of inadequate iodine intake in the Australian population.

say:26	crucial:29	0	 Professor Cres Eastman, Director of the National Iodine Nutrition study, and Chairman of the Australian Centre for Control of Iodine Deficiency Disorders, says it is crucial that children and pregnant women in particular have an adequate intake of iodine.

say:3	remedy:7	0	 Professor Eastman says manufacturers could easily remedy the situation by using iodised salt in their products in line with the United States and most European countries.

say:46	suspect:3	0	 "I suspect they won't do that on a voluntary basis, we've tried so far and haven't succeeded, so we've convinced the Food Standards of Australia and New Zealand | that all salt should be iodised," he said.

suspect:3	do:7	0	 "I suspect they won't do that on a voluntary basis, we've tried so far and haven't succeeded, so we've convinced the Food Standards of Australia and New Zealand | that all salt should be iodised," he said.

convince:27	iodise:42	1	 "I suspect they won't do that on a voluntary basis, we've tried so far and haven't succeeded, so we've convinced the Food Standards of Australia and New Zealand | that all salt should be iodised," he said.

say:3	appear:9	0	 The report says the decline in iodine intake appears to be due to changes in the dairy industry, where chlorine-containing sanitisers have replaced iodine-containing sanitisers.

state:3	use:10	1	 The report states that few if any food manufacturers use iodised salt in the preparation and manufacture of foods.

say:3	add:6	0	 Professor Eastman says iodine is added to only 10 per cent of Australian salt in contravention of a World Health Organisation recommendation that all salt be iodised.

say:2	react:5	0	 He says authorities are reacting slowly to his urgent calls for mandatory iodised salt.

say:71	get:13	0	 So if we go to the pregnant woman, she doesn't get enough iodine, she won't make enough thyroid hormone, and the foetus won't get the amount of thyroid hormone it needs for adequate and proper development of the brain, so you'll then see consequences being loss of IQ, learning difficulties, hearing difficulties and other neurological problems," Professor Eastman said.

see:51	loss:54	0	 So if we go to the pregnant woman, she doesn't get enough iodine, she won't make enough thyroid hormone, and the foetus won't get the amount of thyroid hormone it needs for adequate and proper development of the brain, so you'll then see consequences being loss of IQ, learning difficulties, hearing difficulties and other neurological problems," Professor Eastman said.

recommend:8	iodise:13	1	 The World Health Organisation (WHO) recommends that every country should iodise all edible salt.

say:2	cause:16	0	 WHO say Iodine deficiency is the world’s most prevalent, yet easily preventable, cause of brain damage.

say:3	alarm:6	0	 Professor Eastman said he is alarmed by what they found.

say:31	alarm:3	0	 So that alarms me, because there's quite serious potential for adverse effects and brain damage in the next generation of children born in this country," he said.

say:10	look:13	0	 Lydia Buchtmann for Food Standards Australia New Zealand, says they are looking at mandatory guidelines on iodine by the end of the year.

say:2	complicated:6	0	 She says the issue is complicated and will take time to get right.

make sure:6	be:8	0	 We need to "make sure there's sufficient iodine added into the food supply, to help those people with a deficiency.

say:58	get:11	0	 But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose," Ms Bauchtman said.

make sure:14	get:48	1	 But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose," Ms Bauchtman said.

say:17	reasonable:21	0	 Senior researcher Mu Li, of the University of NSW's school of public health, said "it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency."

assume:23	deficient:33	1	 Senior researcher Mu Li, of the University of NSW's school of public health, said "it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency."

recognize:7	call:19	1	 The words chosen for this oath recognize that when our Constitution calls Senators to try impeachment, it calls them away from their role as partisans.

announce:21	vote:25	1	 After voting to refuse to hear evidence and call witnesses with pertinent information, nearly all Republican Senators have already announced that they will vote against the articles.

write:29	come:34	0	 The Senator from Alaska, in explaining her decision to vote to block witnesses and evidence, tried to deflect responsibility from the consequences of her actions, writing: "I have come to the conclusion that there will be no fair trial in the Senate."

say:3	sad:8	0	 She further said: "It is sad for me today to admit that, as an institution, the Congress has failed."

admit:13	fail:23	1	 She further said: "It is sad for me today to admit that, as an institution, the Congress has failed."

know:13	slim:18	1	 I am often asked why the House passed Articles of Impeachment even knowing that the odds were slim that Senate Republicans would set aside partisanship and hear the case as impartial jurors.

know:5	look:9	0	 It is because I know future generations will look back on this chapter in our history and ask:

see:20	refuse:24	1	 Essentially, what we said was there was probable cause that powers had been abused and certainly cause to see that the President refused to cooperate with the constitutional responsibilities of the House of Representatives.

agree:7	trial:17	1	 Any judge in this country would agree that opening and closing statements alone are not a trial.

think:30	unique:32	0	 The orderly transfer of authority as called for in the Constitution routinely takes place, as it has for almost two centuries, and few of us stop to think how unique we really are.

know:10	do:14	0	 Mr. President, I want our fellow citizens to know how much you did to carry on this tradition.

show:12	people:21	1	 By your gracious cooperation in the transition process, you have shown a watching world that we are a united people pledged to maintaining a political system which guarantees individual liberty to a greater degree than any other, and I thank you and your people for all your help in maintaining the continuity which is the bulwark of our Republic.

think:7	bind:18	1	 Why, then, should we think that collectively, as a nation, we're not bound by that same limitation?

believe:10	become:14	1	 From time to time we've been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people.

mean:6	put:7	0	 Putting America back to work means putting all Americans back to work.

mean:3	free:4	0	 Ending inflation means freeing all Americans from the terror of runaway living costs.

think:31	be:35	1	 However, in representative governments like the United States, minority rights are protected: people cannot be deprived of certain rights even if an overwhelming number of people think that they should be.

say:6	decide:9	0	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

believe:17	exist:20	1	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

decide:9	evil:23	1	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

notice:9	make:15	1	 In his observations of pin factories, Smith noticed that one worker alone might make 20 pins in a day, but that a small business of 10 workers (some of whom would need to complete two or three of the 18 tasks involved with pin-making), could make 48,000 pins in a day.

mean:15	decline:36	1	 Third, specialization allows businesses to take advantage of economies of scale, which means that for many goods, as the level of production increases, the average cost of producing each individual unit declines.

think:2	make:6	1	 I thought that I would make sort of like more of an informative video because I could just like post a vlog, but um the footage was like so random, and all over the place.

recommend:7	do:9	0	 So the first thing that I recommend you do in Portland is not actually in Portland at all.

be:4	list:10	0	 So you might be like this is a terrible list.

say:5	bookstore:15	0	 And I want to say it's like the the biggest like Indie Indie bookstore in America.

guess:2	what:5	0	 I guess that's what it's called.

think:36	awesome:41	0	 So if you're looking for a book and you're wondering like – oh I wonder if I could get this used, like it's usually right next to it, which I thought was just like so awesome.

know:18	come:22	0	 But um I will go on a good hike from now and again so just like you know where I'm coming from.

know:5	Park:13	0	 I actually don't know if they're like technically in Forest Park but they're right in the same area.

say:14	worth:19	1	 Then the Japanese gardens you do have to pay for but I will say that it was definitely worth it.

learn:41	what:42	0	 I did wear my bird shirt – It's a pretty good bird shirt, I got a compliment on it – which I didn't say this earlier, but I bought this at the Audubon Society which I learned what that was.

know:4	what:5	0	 I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.

think:40	funny:43	0	 I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.

make sure:55	be:57	0	 What we do is we mark it under our cameras and then the patient will go up to the OR, have the melanoma, a wide excision of the melanoma, and then they will try to find the lymph node that we marked and take that one out as well to make sure there's no metastasis.

think:11	drop:15	0	 I have no idea what it says, but I think they're cough drops, so if anybody knows what this says let me know.

be sure:5	drop:10	0	 But I'm pretty sure it's just cough drops with some vitamin C in it.

think:10	drop:15	0	 She spoke a little bit of English and I think those are actually cough drops, so, that's the only reason I'm still eating them today.

tell:3	side:14	0	 You can tell by my voice it's a little on the sore side today so hopefully I get better because, I haven't told you guys yet, but I'm going somewhere this weekend and it's gonna be fun.

hope:9	mind:14	0	 But yeah that's pretty much it, hope you guys don't mind this kind of like random vlog that I'm doing, but I just wanted to show you guys kind of loosely like how a week is and the life of a radiology resident.

show:31	how:38	0	 But yeah that's pretty much it, hope you guys don't mind this kind of like random vlog that I'm doing, but I just wanted to show you guys kind of loosely like how a week is and the life of a radiology resident.

say:3	unify:11	1	 The legend says that the King of Athens, Theseus unified the ten tribes of early Athens into one kingdom (c. 1230 BC).

make sure:2	target:6	0	 Make sure it’s a target your audience will be interested in and something they’re likely willing to laugh at. [2]

mean:19	have:21	0	 For your joke to be funny, it has to surprise the audience in some way, which means it has to seem original or new.

wish:16	use:20	0	 The straps on adults’ overalls often get so twisted during the wash that one wishes she had just used an old fashioned washboard instead.

make sure:16	come:20	0	 Take the 20 seconds to use a couple twist ties on the fasteners to make sure they don’t come loose.

make sure:2	empty:7	0	 Make sure all the pockets are empty.

mention:21	out:23	0	 The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).

report:27	report:34	1	 At least one prior study by Kessler and colleagues [15], however, using measures of perceived discrimination in a large American sample, reported that approximately 33% of respondents reported some form of discrimination (see also, Gibbons et al. [4]).

indicate:4	discriminate:7	0	 All respondents who indicated they were discriminated against — specifically, those who responded with sometimes or often to the perceived discrimination measure described above — were asked the following question:

think:5	what:2	0	 “What do you think was the main reason for these experiences?”

give:25	take:30	0	 The p-value associated with the design-based F is thus more accurate (than the associated with the χ2 statistic) given the adjustments and calculations take into account the weighted nature of the data.

mean:6	way:11	0	 Well I don't necessarily mean, in a bad way, even though I'm sure there are a few there, I'm not dancing with guys.

be sure:17	be:19	0	 Well I don't necessarily mean, in a bad way, even though I'm sure there are a few there, I'm not dancing with guys.

remember:5	go:9	0	 But, but I remember, like I went there with this person, it's kind of funny.

think:3	waste:10	0	 I'm thinking, God these guys don't waste any time.

know:6	they:8	0	 I mean I don't know if they —

know:5	tell:11	0	 Well I don't know if I told you, told you that story about that woman, who uh, went after that guy there?

think:3	tell:5	0	 Oh I think you told me.

think:8	sit:13	0	 This is like — so I was thinking, this woman's sitting about as far away from me as Jamie is.

think:4	interesting:10	0	 And I was thinking, hm, this is interesting.

mean:2	think:7	0	 You mean, you were still thinking about it.

think:4	look:7	0	 And I was thinking, it looks like these people aren't going home alone tonight.

think:4	that:5	0	 But I just thought that —

ask:13	speak:20	0	 I really oughta call, at least Reg Barr, and ask if uh, he's still speaking to me.

be glad:10	open:13	1	 But a- anyway, um, I was so glad that he opened up on this disclosure bit.

say:13	appointee:19	0	 And you know, he must have been thinking, when he said he wasn't a political appointee, he must have been associating his relationship with Steitler.

say:2	love:5	0	 He said, I loved your hum- humor, uh, and I love you, but, I am not a political appointee.

say:3	oh:5	0	 And I said, Oh? How did you get on the board?

say:3	get:6	0	 Well he said, I got a letter from the governor, asking.

say:34	be:38	0	 The point was, I could have mentioned what was in the paper about him, that he was related and, you know, had business with Steitler, and I just said, and there's Doctor Duvall, you know?

say:3	alright:9	0	 And I said, well, I – alright.

say:2	apologize:6	0	 I said, I'll apologize next time, and I'm gonna make hay out of it, don't you worry.

learn:2	go:5	0	 I learned it just went down.

think:4	Barbara:7	0	 Well, I think it was Barbara that has some seeds.

think:2	you:3	0	 I think you – I think you gave him some herb of some kind.

think:6	give:8	0	 I think you – I think you gave him some herb of some kind.

notice:5	notice:7	0	 (A civic agent notices you noticing, and attaches itself to your infospace, whispering statistics —

say:6	airsurfer:3	0	 “Fucking airsurfers,” says Derya.

hear:7	scream:9	0	 Derya, of all people, hearing you scream!

say:9	funny:5	0	 “It’s not funny,” Derya says.

say:11	drive:3	0	 “Freeloaders drive systemic evolution,” you find yourself saying.

say:8	want:3	0	 “You want it?” she says.

see:16	remark:23	1	 When, a couple of weeks later we were invited over to his house we saw that this was not an idle remark.

say:3	sort:7	0	 But Dad says they’re a sort of collection, and too expensive for me to play with.”

suppose:2	strange:14	1	 I suppose that, in our own way, we were all collectively strange.

say:24	game:27	0	 It was vaguely uncomfortable, and appeared sufficiently disturbing that we all volunteered each other in turn until, at last, Andy said he was game.

imagine:7	fume:9	0	 Your nose filled with what you imagined were fumes from the warm paste.

think:14	come:18	0	 As the seal around your gums and teeth was pretty solid, you thought it would never come off, as the others giggled at your expressions and grimaces.

say:8	have:11	0	 It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.

understand:2	oath:6	0	 I understood it was an Oath to ALL of our people.

know:8	want:10	0	 I volunteered for that program because I knew I wanted to be a Fighter Pilot and at the "Top of the Spear."

believe:5	be:7	0	 In those days I believed there was a difference in the parties.

understand:2	have:6	0	 I understand third party candidates have no success.

consider:12	run:13	0	 If you do not receive the Republican nomination, would you consider running as a third party candidate?

believe:2	responsibility:6	0	 I believe it is our responsibility to pass on the same opportunities to future generations that were promised to us.

note:7	favor:9	0	 On his campaign website, Sarvis notes he favors parental school choice through student vouchers, simplification of Virginia's Tax Code, US Second Amendment - gun - rights, same-sex marriage, and reform of the state's drug laws.

hear:6	speak:8	0	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:9	sincere:13	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:15	understand:18	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:28	stand:31	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

mean:29	possible:34	1	 Moreover, electing a third-party governor represents a repudiation of politics as usual, and the major party legislators will face changed constraints and incentives, meaning that much more is possible than many people assume, especially with strong leadership.

say:22	want:3	0	 "We want to thank all of the locations that expressed an interest in one of these national treasures," said Bolden to the gathered crowd which contained many KSC employees.

add:4	be:8	0	 Cornyn's statement added, "There is no question Houston should have been selected as a final home for one of the orbiters — even Administrator Bolden stated as much.

say:10	put:17	0	 In a statement, Governor of Washington Chris Gregoire said, "The Museum of Flight put a tremendous amount of effort into landing a retired shuttle in the Pacific Northwest.

say:6	apply:8	0	 Environment Canada spokesperson Julie Hahn said they apply to letters of complaint, criticism or injury, research or scientific notes and findings that don`t have any conclusion, and Treasury Board letters, agendas and minutes that don`t deal with subjects of national interest.

say:31	tell:4	0	 "I'm told two things: that it's neither classified nor secret and that it's stuff that could be available under access to information," Baird said.

tell:6	look:12	0	 Environment Canada spokeswoman Sujata Raisinghani told CBC News the department will look into the incident.

say:10	take:3	0	 "We take document security seriously," she said, but refused to give any more details about how the papers came to be on a road.

say:10	raise:15	0	 Paul Dewar, an Ottawa New Democrat MP, said the combined security lapses raise serious questions about the government's ability to secure sensitive documents.

say:2	complain:10	1	 Dewar says that bureaucrats of the Conservative government have complained to him about document security to the point that they can`t share the information with their own colleagues.

say:17	sensitive:22	0	 However, when a government document has been found on the streets, the government then says it wasn't particularly sensitive.

say:29	consume:6	0	 "This government is so consumed with control of information and secrecy yet they don't seem to be able to get the fundamentals right," Dewar said.

say:9	secret:7	0	 "Document found on street not secret, say feds" — The Canadian Press, August 15, 2008

announce:5	open:19	1	 I am proud to announce that a liaison office of the United Nations Office for Disarmament Affairs will open in Vienna soon.

report:3	condition:16	1	 I can report to the House that they are currently in a stable and improving condition at Auckland Hospital.

advise:3	low:23	1	 I'm advised that as a result of our decisive response, the chance of an outbreak from our first case is low.

say:12	feasible:20	0	 However, the Director-General of the World Health Organization said, this morning, containment … is feasible and must remain the top priority for all countries.

be aware:7	be:10	1	 Of course, members will be aware that there are outbreaks in other regions as well.

decide:10	register:37	1	 So, as a further precaution, we have decided that anyone arriving in New Zealand who has been in northern Italy or South Korea who has been there in the last 14 days will be registered for self-isolation.

recognize:2	have:14	1	 It recognises that while there are outbreaks in both countries, they also have well-developed health systems and the outbreaks are largely located in specific regions.

know:2	work:6	0	 We know self-isolation works.

argue:10	compose:15	1	 In the fifth century BC, Leucippus and Democritus argued that all matter was composed of small, finite particles that they called atomos, a term derived from the Greek word for “indivisible.”

doubt:7	reelect:13	1	 Describe the reasons why many Americans doubted that Abraham Lincoln would be reelected

believe:5	present:9	0	 Napoleon III of France believed the Civil War presented an opportunity for him to restore a French empire in the Americas.

hope:2	keep:13	0	 Southerners hoped Britain’s dependence on cotton for its textile mills would keep the country on their side.

know:2	something:5	0	 I know this is something that you guys have requested for a very long time, and after two and a half years of living here, I finally feel like I've made it my own and decorated it how I want, and I'm ready to show it to you guys.

know:23	proud:27	0	 I've recently changed it, and if you've been following my channel for a long time, then you'll know I'm really proud of how I color match the pictures on the wall over here with sort of the gray and yellow vibe, the gray and yellow cushions.

love:2	have:6	1	 I love that this room has floor-to-ceiling windows as well, it really lets the light come in, especially in the summer time.

know:2	have:6	0	 I know London doesn't have that much light, but I'll take as much as I can, and there's also a small balcony out here, which is fairly rare for London.

make:2	wake:3	0	 It makes waking up in the morning and getting out of bed at 6:00 a.m. when it's pitch black outside so much easier when you're waking up really early.

think:2	show:5	0	 I thought I would show you guys kind of how I'm mapping this out, because it's a really good tip if you have like a lot to do.

know:3	have:5	0	 You guys know I have the white ones and I wear them all the time and these ones are just like black perforated Vans.

think:2	part:7	0	 I think it's like this part on the left foot because my foot feels super tight in only the left side, so something's up because they're both the right size but I don't know.

